         C++/CSIM Simulation Report (Version 20.0 for MS Visual C/C++)

                           Wed Dec 02 18:12:09 2015


                     Ending simulation time:      3660.000
                     Elapsed simulation time:     3660.000
                     CPU time used (seconds):      256.427


FACILITY SUMMARY 

facility     service    service          through-    queue     response   compl
rSwitch2     fcfs       0.05000  0.045    0.90929    0.05025    0.05526     3328
   > server  0          0.05000  0.014    0.27459                           1005
   > server  1          0.05000  0.008    0.16721                            612
   > server  2          0.05000  0.006    0.11311                            414
   > server  3          0.05000  0.004    0.08388                            307
   > server  4          0.05000  0.003    0.06148                            225
   > server  5          0.05000  0.002    0.04372                            160
   > server  6          0.05000  0.002    0.03525                            129
   > server  7          0.05000  0.001    0.02514                             92
   > server  8          0.05000  0.001    0.02022                             74
   > server  9          0.05000  0.001    0.01667                             61
   > server 10          0.05000  0.001    0.01257                             46
   > server 11          0.05000  0.000    0.00956                             35
   > server 12          0.05000  0.000    0.00738                             27
   > server 13          0.05000  0.000    0.00710                             26
   > server 14          0.05000  0.000    0.00601                             22
   > server 15          0.05000  0.000    0.00546                             20
   > server 16          0.05000  0.000    0.00519                             19
   > server 17          0.05000  0.000    0.00492                             18
   > server 18          0.05000  0.000    0.00492                             18
   > server 19          0.05000  0.000    0.00492                             18
rSwitch3     fcfs       0.05000  0.054    1.07760    0.06330    0.05875     3944
   > server  0          0.05000  0.013    0.26776                            980
   > server  1          0.05000  0.008    0.16311                            597
   > server  2          0.05000  0.006    0.11503                            421
   > server  3          0.05000  0.004    0.08907                            326
   > server  4          0.05000  0.004    0.07077                            259
   > server  5          0.05000  0.003    0.05464                            200
   > server  6          0.05000  0.002    0.04672                            171
   > server  7          0.05000  0.002    0.03770                            138
   > server  8          0.05000  0.002    0.03306                            121
   > server  9          0.05000  0.001    0.02951                            108
   > server 10          0.05000  0.001    0.02596                             95
   > server 11          0.05000  0.001    0.02295                             84
   > server 12          0.05000  0.001    0.01967                             72
   > server 13          0.05000  0.001    0.01749                             64
   > server 14          0.05000  0.001    0.01612                             59
   > server 15          0.05000  0.001    0.01475                             54
   > server 16          0.05000  0.001    0.01448                             53
   > server 17          0.05000  0.001    0.01421                             52
   > server 18          0.05000  0.001    0.01284                             47
   > server 19          0.05000  0.001    0.01175                             43
rSwitch4     fcfs       0.05000  0.053    1.06803    0.06257    0.05859     3909
   > server  0          0.05000  0.013    0.26093                            955
   > server  1          0.05000  0.008    0.16311                            597
   > server  2          0.05000  0.006    0.11230                            411
   > server  3          0.05000  0.004    0.08415                            308
   > server  4          0.05000  0.003    0.06475                            237
   > server  5          0.05000  0.003    0.05328                            195
   > server  6          0.05000  0.002    0.04672                            171
   > server  7          0.05000  0.002    0.04071                            149
   > server  8          0.05000  0.002    0.03197                            117
   > server  9          0.05000  0.001    0.02896                            106
   > server 10          0.05000  0.001    0.02678                             98
   > server 11          0.05000  0.001    0.02404                             88
   > server 12          0.05000  0.001    0.02131                             78
   > server 13          0.05000  0.001    0.01995                             73
   > server 14          0.05000  0.001    0.01858                             68
   > server 15          0.05000  0.001    0.01585                             58
   > server 16          0.05000  0.001    0.01530                             56
   > server 17          0.05000  0.001    0.01393                             51
   > server 18          0.05000  0.001    0.01284                             47
   > server 19          0.05000  0.001    0.01257                             46
rSwitch5     fcfs       0.05000  0.048    0.96803    0.05354    0.05531     3543
   > server  0          0.05000  0.013    0.26284                            962
   > server  1          0.05000  0.008    0.15984                            585
   > server  2          0.05000  0.005    0.10984                            402
   > server  3          0.05000  0.004    0.07896                            289
   > server  4          0.05000  0.003    0.05929                            217
   > server  5          0.05000  0.002    0.04863                            178
   > server  6          0.05000  0.002    0.03934                            144
   > server  7          0.05000  0.002    0.03333                            122
   > server  8          0.05000  0.001    0.02732                            100
   > server  9          0.05000  0.001    0.02377                             87
   > server 10          0.05000  0.001    0.02022                             74
   > server 11          0.05000  0.001    0.01667                             61
   > server 12          0.05000  0.001    0.01475                             54
   > server 13          0.05000  0.001    0.01339                             49
   > server 14          0.05000  0.001    0.01257                             46
   > server 15          0.05000  0.001    0.01175                             43
   > server 16          0.05000  0.001    0.01093                             40
   > server 17          0.05000  0.000    0.00956                             35
   > server 18          0.05000  0.000    0.00847                             31
   > server 19          0.05000  0.000    0.00656                             24
rSwitch6     fcfs       0.05000  0.052    1.04262    0.06775    0.06498     3816
   > server  0          0.05000  0.013    0.25301                            926
   > server  1          0.05000  0.008    0.16175                            592
   > server  2          0.05000  0.006    0.11366                            416
   > server  3          0.05000  0.004    0.08552                            313
   > server  4          0.05000  0.003    0.06557                            240
   > server  5          0.05000  0.003    0.05027                            184
   > server  6          0.05000  0.002    0.04262                            156
   > server  7          0.05000  0.002    0.03661                            134
   > server  8          0.05000  0.002    0.03197                            117
   > server  9          0.05000  0.001    0.02814                            103
   > server 10          0.05000  0.001    0.02486                             91
   > server 11          0.05000  0.001    0.02240                             82
   > server 12          0.05000  0.001    0.02131                             78
   > server 13          0.05000  0.001    0.01858                             68
   > server 14          0.05000  0.001    0.01639                             60
   > server 15          0.05000  0.001    0.01503                             55
   > server 16          0.05000  0.001    0.01503                             55
   > server 17          0.05000  0.001    0.01366                             50
   > server 18          0.05000  0.001    0.01366                             50
   > server 19          0.05000  0.001    0.01257                             46
rSwitch7     fcfs       0.05000  0.048    0.95738    0.05519    0.05765     3504
   > server  0          0.05000  0.013    0.26940                            986
   > server  1          0.05000  0.009    0.17077                            625
   > server  2          0.05000  0.006    0.11120                            407
   > server  3          0.05000  0.004    0.08115                            297
   > server  4          0.05000  0.003    0.06093                            223
   > server  5          0.05000  0.002    0.04481                            164
   > server  6          0.05000  0.002    0.03525                            129
   > server  7          0.05000  0.001    0.02650                             97
   > server  8          0.05000  0.001    0.02158                             79
   > server  9          0.05000  0.001    0.01913                             70
   > server 10          0.05000  0.001    0.01639                             60
   > server 11          0.05000  0.001    0.01530                             56
   > server 12          0.05000  0.001    0.01366                             50
   > server 13          0.05000  0.001    0.01230                             45
   > server 14          0.05000  0.001    0.01148                             42
   > server 15          0.05000  0.001    0.01093                             40
   > server 16          0.05000  0.001    0.01038                             38
   > server 17          0.05000  0.001    0.01011                             37
   > server 18          0.05000  0.000    0.00820                             30
   > server 19          0.05000  0.000    0.00792                             29
rSwitch8     fcfs       0.05000  0.052    1.04809    0.06000    0.05724     3836
   > server  0          0.05000  0.013    0.26585                            973
   > server  1          0.05000  0.008    0.16721                            612
   > server  2          0.05000  0.006    0.11202                            410
   > server  3          0.05000  0.004    0.08251                            302
   > server  4          0.05000  0.003    0.06093                            223
   > server  5          0.05000  0.003    0.05109                            187
   > server  6          0.05000  0.002    0.04044                            148
   > server  7          0.05000  0.002    0.03607                            132
   > server  8          0.05000  0.002    0.03060                            112
   > server  9          0.05000  0.001    0.02732                            100
   > server 10          0.05000  0.001    0.02377                             87
   > server 11          0.05000  0.001    0.02158                             79
   > server 12          0.05000  0.001    0.02049                             75
   > server 13          0.05000  0.001    0.01967                             72
   > server 14          0.05000  0.001    0.01803                             66
   > server 15          0.05000  0.001    0.01639                             60
   > server 16          0.05000  0.001    0.01530                             56
   > server 17          0.05000  0.001    0.01393                             51
   > server 18          0.05000  0.001    0.01311                             48
   > server 19          0.05000  0.001    0.01175                             43
rSwitch9     fcfs       0.05000  0.059    1.18279    0.07502    0.06343     4329
   > server  0          0.05000  0.014    0.27213                            996
   > server  1          0.05000  0.009    0.17131                            627
   > server  2          0.05000  0.006    0.12158                            445
   > server  3          0.05000  0.005    0.09481                            347
   > server  4          0.05000  0.004    0.07541                            276
   > server  5          0.05000  0.003    0.06257                            229
   > server  6          0.05000  0.003    0.05246                            192
   > server  7          0.05000  0.002    0.04672                            171
   > server  8          0.05000  0.002    0.03907                            143
   > server  9          0.05000  0.002    0.03361                            123
   > server 10          0.05000  0.001    0.02869                            105
   > server 11          0.05000  0.001    0.02678                             98
   > server 12          0.05000  0.001    0.02404                             88
   > server 13          0.05000  0.001    0.02295                             84
   > server 14          0.05000  0.001    0.02158                             79
   > server 15          0.05000  0.001    0.02022                             74
   > server 16          0.05000  0.001    0.01858                             68
   > server 17          0.05000  0.001    0.01803                             66
   > server 18          0.05000  0.001    0.01667                             61
   > server 19          0.05000  0.001    0.01557                             57
rSwitch10    fcfs       0.05000  0.049    0.97268    0.05595    0.05752     3560
   > server  0          0.05000  0.014    0.27158                            994
   > server  1          0.05000  0.009    0.17077                            625
   > server  2          0.05000  0.006    0.11503                            421
   > server  3          0.05000  0.004    0.08607                            315
   > server  4          0.05000  0.003    0.06011                            220
   > server  5          0.05000  0.002    0.04672                            171
   > server  6          0.05000  0.002    0.03743                            137
   > server  7          0.05000  0.001    0.02814                            103
   > server  8          0.05000  0.001    0.02377                             87
   > server  9          0.05000  0.001    0.01967                             72
   > server 10          0.05000  0.001    0.01803                             66
   > server 11          0.05000  0.001    0.01557                             57
   > server 12          0.05000  0.001    0.01393                             51
   > server 13          0.05000  0.001    0.01202                             44
   > server 14          0.05000  0.001    0.01093                             40
   > server 15          0.05000  0.000    0.00956                             35
   > server 16          0.05000  0.000    0.00902                             33
   > server 17          0.05000  0.000    0.00874                             32
   > server 18          0.05000  0.000    0.00792                             29
   > server 19          0.05000  0.000    0.00765                             28
rSwitch11    fcfs       0.05000  0.053    1.06093    0.06319    0.05956     3883
   > server  0          0.05000  0.013    0.25792                            944
   > server  1          0.05000  0.008    0.15738                            576
   > server  2          0.05000  0.005    0.10984                            402
   > server  3          0.05000  0.004    0.08443                            309
   > server  4          0.05000  0.003    0.06639                            243
   > server  5          0.05000  0.003    0.05464                            200
   > server  6          0.05000  0.002    0.04317                            158
   > server  7          0.05000  0.002    0.03770                            138
   > server  8          0.05000  0.002    0.03306                            121
   > server  9          0.05000  0.001    0.02978                            109
   > server 10          0.05000  0.001    0.02705                             99
   > server 11          0.05000  0.001    0.02404                             88
   > server 12          0.05000  0.001    0.02213                             81
   > server 13          0.05000  0.001    0.02049                             75
   > server 14          0.05000  0.001    0.01858                             68
   > server 15          0.05000  0.001    0.01694                             62
   > server 16          0.05000  0.001    0.01530                             56
   > server 17          0.05000  0.001    0.01448                             53
   > server 18          0.05000  0.001    0.01448                             53
   > server 19          0.05000  0.001    0.01311                             48
rSwitch12    fcfs       0.05000  0.048    0.95847    0.05323    0.05554     3508
   > server  0          0.05000  0.014    0.27158                            994
   > server  1          0.05000  0.009    0.17377                            636
   > server  2          0.05000  0.006    0.12049                            441
   > server  3          0.05000  0.004    0.08197                            300
   > server  4          0.05000  0.003    0.06038                            221
   > server  5          0.05000  0.002    0.04481                            164
   > server  6          0.05000  0.002    0.03552                            130
   > server  7          0.05000  0.001    0.02760                            101
   > server  8          0.05000  0.001    0.02158                             79
   > server  9          0.05000  0.001    0.01913                             70
   > server 10          0.05000  0.001    0.01612                             59
   > server 11          0.05000  0.001    0.01448                             53
   > server 12          0.05000  0.001    0.01421                             52
   > server 13          0.05000  0.001    0.01175                             43
   > server 14          0.05000  0.001    0.01038                             38
   > server 15          0.05000  0.000    0.00874                             32
   > server 16          0.05000  0.000    0.00765                             28
   > server 17          0.05000  0.000    0.00656                             24
   > server 18          0.05000  0.000    0.00601                             22
   > server 19          0.05000  0.000    0.00574                             21
rSwitch13    fcfs       0.05000  0.050    1.00246    0.05884    0.05869     3669
   > server  0          0.05000  0.013    0.26284                            962
   > server  1          0.05000  0.008    0.15437                            565
   > server  2          0.05000  0.005    0.10710                            392
   > server  3          0.05000  0.004    0.07678                            281
   > server  4          0.05000  0.003    0.06202                            227
   > server  5          0.05000  0.002    0.04781                            175
   > server  6          0.05000  0.002    0.04016                            147
   > server  7          0.05000  0.002    0.03525                            129
   > server  8          0.05000  0.001    0.02978                            109
   > server  9          0.05000  0.001    0.02486                             91
   > server 10          0.05000  0.001    0.02295                             84
   > server 11          0.05000  0.001    0.02131                             78
   > server 12          0.05000  0.001    0.01967                             72
   > server 13          0.05000  0.001    0.01776                             65
   > server 14          0.05000  0.001    0.01639                             60
   > server 15          0.05000  0.001    0.01503                             55
   > server 16          0.05000  0.001    0.01393                             51
   > server 17          0.05000  0.001    0.01230                             45
   > server 18          0.05000  0.001    0.01148                             42
   > server 19          0.05000  0.001    0.01066                             39
rSwitch14    fcfs       0.05000  0.057    1.13005    0.06882    0.06090     4136
   > server  0          0.05000  0.013    0.25738                            942
   > server  1          0.05000  0.009    0.17022                            623
   > server  2          0.05000  0.006    0.12268                            449
   > server  3          0.05000  0.005    0.09262                            339
   > server  4          0.05000  0.004    0.07186                            263
   > server  5          0.05000  0.003    0.05929                            217
   > server  6          0.05000  0.003    0.05000                            183
   > server  7          0.05000  0.002    0.04262                            156
   > server  8          0.05000  0.002    0.03607                            132
   > server  9          0.05000  0.002    0.03115                            114
   > server 10          0.05000  0.001    0.02869                            105
   > server 11          0.05000  0.001    0.02514                             92
   > server 12          0.05000  0.001    0.02322                             85
   > server 13          0.05000  0.001    0.02104                             77
   > server 14          0.05000  0.001    0.01913                             70
   > server 15          0.05000  0.001    0.01776                             65
   > server 16          0.05000  0.001    0.01667                             61
   > server 17          0.05000  0.001    0.01612                             59
   > server 18          0.05000  0.001    0.01503                             55
   > server 19          0.05000  0.001    0.01339                             49
rSwitch15    fcfs       0.05000  0.055    1.10301    0.06342    0.05749     4037
   > server  0          0.05000  0.013    0.26175                            958
   > server  1          0.05000  0.008    0.16202                            593
   > server  2          0.05000  0.006    0.12186                            446
   > server  3          0.05000  0.005    0.09016                            330
   > server  4          0.05000  0.004    0.07104                            260
   > server  5          0.05000  0.003    0.05738                            210
   > server  6          0.05000  0.002    0.04809                            176
   > server  7          0.05000  0.002    0.03962                            145
   > server  8          0.05000  0.002    0.03388                            124
   > server  9          0.05000  0.002    0.03087                            113
   > server 10          0.05000  0.001    0.02842                            104
   > server 11          0.05000  0.001    0.02514                             92
   > server 12          0.05000  0.001    0.02295                             84
   > server 13          0.05000  0.001    0.02104                             77
   > server 14          0.05000  0.001    0.01913                             70
   > server 15          0.05000  0.001    0.01721                             63
   > server 16          0.05000  0.001    0.01530                             56
   > server 17          0.05000  0.001    0.01366                             50
   > server 18          0.05000  0.001    0.01230                             45
   > server 19          0.05000  0.001    0.01120                             41
rSwitch16    fcfs       0.05000  0.050    0.99918    0.05512    0.05516     3657
   > server  0          0.05000  0.013    0.26148                            957
   > server  1          0.05000  0.008    0.16311                            597
   > server  2          0.05000  0.006    0.11366                            416
   > server  3          0.05000  0.004    0.08579                            314
   > server  4          0.05000  0.003    0.06639                            243
   > server  5          0.05000  0.003    0.05355                            196
   > server  6          0.05000  0.002    0.04372                            160
   > server  7          0.05000  0.002    0.03634                            133
   > server  8          0.05000  0.001    0.02869                            105
   > server  9          0.05000  0.001    0.02240                             82
   > server 10          0.05000  0.001    0.01940                             71
   > server 11          0.05000  0.001    0.01776                             65
   > server 12          0.05000  0.001    0.01612                             59
   > server 13          0.05000  0.001    0.01448                             53
   > server 14          0.05000  0.001    0.01175                             43
   > server 15          0.05000  0.001    0.01066                             39
   > server 16          0.05000  0.000    0.00929                             34
   > server 17          0.05000  0.000    0.00874                             32
   > server 18          0.05000  0.000    0.00820                             30
   > server 19          0.05000  0.000    0.00765                             28
rSwitch17    fcfs       0.05000  0.054    1.08060    0.06377    0.05901     3955
   > server  0          0.05000  0.013    0.26694                            977
   > server  1          0.05000  0.008    0.16503                            604
   > server  2          0.05000  0.006    0.11284                            413
   > server  3          0.05000  0.004    0.08552                            313
   > server  4          0.05000  0.003    0.06885                            252
   > server  5          0.05000  0.003    0.05546                            203
   > server  6          0.05000  0.002    0.04590                            168
   > server  7          0.05000  0.002    0.04071                            149
   > server  8          0.05000  0.002    0.03607                            132
   > server  9          0.05000  0.002    0.03060                            112
   > server 10          0.05000  0.001    0.02650                             97
   > server 11          0.05000  0.001    0.02377                             87
   > server 12          0.05000  0.001    0.02104                             77
   > server 13          0.05000  0.001    0.01831                             67
   > server 14          0.05000  0.001    0.01749                             64
   > server 15          0.05000  0.001    0.01585                             58
   > server 16          0.05000  0.001    0.01448                             53
   > server 17          0.05000  0.001    0.01339                             49
   > server 18          0.05000  0.001    0.01148                             42
   > server 19          0.05000  0.001    0.01038                             38
rSwitch18    fcfs       0.05000  0.048    0.95437    0.05549    0.05814     3493
   > server  0          0.05000  0.013    0.25246                            924
   > server  1          0.05000  0.008    0.15137                            554
   > server  2          0.05000  0.005    0.10301                            377
   > server  3          0.05000  0.004    0.08033                            294
   > server  4          0.05000  0.003    0.06120                            224
   > server  5          0.05000  0.003    0.05082                            186
   > server  6          0.05000  0.002    0.03825                            140
   > server  7          0.05000  0.002    0.03115                            114
   > server  8          0.05000  0.001    0.02732                            100
   > server  9          0.05000  0.001    0.02322                             85
   > server 10          0.05000  0.001    0.01967                             72
   > server 11          0.05000  0.001    0.01776                             65
   > server 12          0.05000  0.001    0.01530                             56
   > server 13          0.05000  0.001    0.01339                             49
   > server 14          0.05000  0.001    0.01284                             47
   > server 15          0.05000  0.001    0.01230                             45
   > server 16          0.05000  0.001    0.01230                             45
   > server 17          0.05000  0.001    0.01148                             42
   > server 18          0.05000  0.001    0.01066                             39
   > server 19          0.05000  0.000    0.00956                             35
rSwitch19    fcfs       0.05000  0.050    0.99317    0.05628    0.05666     3635
   > server  0          0.05000  0.013    0.26913                            985
   > server  1          0.05000  0.008    0.16421                            601
   > server  2          0.05000  0.006    0.11011                            403
   > server  3          0.05000  0.004    0.07842                            287
   > server  4          0.05000  0.003    0.06175                            226
   > server  5          0.05000  0.002    0.04945                            181
   > server  6          0.05000  0.002    0.03880                            142
   > server  7          0.05000  0.002    0.03279                            120
   > server  8          0.05000  0.001    0.02760                            101
   > server  9          0.05000  0.001    0.02486                             91
   > server 10          0.05000  0.001    0.02240                             82
   > server 11          0.05000  0.001    0.01858                             68
   > server 12          0.05000  0.001    0.01667                             61
   > server 13          0.05000  0.001    0.01475                             54
   > server 14          0.05000  0.001    0.01421                             52
   > server 15          0.05000  0.001    0.01230                             45
   > server 16          0.05000  0.001    0.01066                             39
   > server 17          0.05000  0.000    0.00984                             36
   > server 18          0.05000  0.000    0.00847                             31
   > server 19          0.05000  0.000    0.00820                             30
cpu0         rnd_rob  100.00000  4.208    0.04208    4.20765  100.00000      154
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.574    0.00574                             21
   > server  5        100.00000  0.355    0.00355                             13
mem0         fcfs       0.00300  0.000    0.01311    0.00007    0.00525       48
disk0        fcfs       0.64000  0.015    0.02295    0.03675    1.60143       84
cpu1         rnd_rob  100.00000  4.098    0.04098    4.09836  100.00000      150
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.546    0.00546                             20
   > server  5        100.00000  0.273    0.00273                             10
mem1         fcfs       0.00300  0.000    0.01393    0.00009    0.00647       51
disk1        fcfs       0.64000  0.016    0.02568    0.04016    1.56383       94
cpu2         rnd_rob  100.00000  4.208    0.04208    4.20765  100.00000      154
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.574    0.00574                             21
   > server  5        100.00000  0.355    0.00355                             13
mem2         fcfs       0.00300  0.000    0.01639    0.00012    0.00740       60
disk2        fcfs       0.64000  0.021    0.03251    0.05464    1.68067      119
cpu3         rnd_rob  100.00000  4.071    0.04071    4.07104  100.00000      149
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.519    0.00519                             19
   > server  5        100.00000  0.273    0.00273                             10
mem3         fcfs       0.00300  0.000    0.01776    0.00011    0.00618       65
disk3        fcfs       0.64000  0.018    0.02869    0.04568    1.59238      105
cpu4         rnd_rob  100.00000  4.262    0.04262    4.26230  100.00000      156
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.683    0.00683                             25
   > server  5        100.00000  0.301    0.00301                             11
mem4         fcfs       0.00300  0.000    0.01694    0.00012    0.00697       62
disk4        fcfs       0.64000  0.013    0.01967    0.02942    1.49556       72
cpu5         rnd_rob  100.00000  4.262    0.04262    4.26230  100.00000      156
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.628    0.00628                             23
   > server  5        100.00000  0.355    0.00355                             13
mem5         fcfs       0.00300  0.000    0.01557    0.00011    0.00684       57
disk5        fcfs       0.64000  0.016    0.02568    0.03705    1.44255       94
cpu6         rnd_rob  100.00000  4.399    0.04399    4.39891  100.00000      161
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.738    0.00738                             27
   > server  5        100.00000  0.383    0.00383                             14
mem6         fcfs       0.00300  0.000    0.01776    0.00011    0.00637       65
disk6        fcfs       0.64000  0.018    0.02760    0.04224    1.53069      101
cpu7         rnd_rob  100.00000  4.098    0.04098    4.09836  100.00000      150
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.574    0.00574                             21
   > server  5        100.00000  0.246    0.00246                              9
mem7         fcfs       0.00300  0.000    0.02322    0.00020    0.00868       85
disk7        fcfs       0.64000  0.017    0.02678    0.04351    1.62490       98
cpu8         rnd_rob  100.00000  4.235    0.04235    4.23497  100.00000      155
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.628    0.00628                             23
   > server  5        100.00000  0.328    0.00328                             12
mem8         fcfs       0.00300  0.000    0.01612    0.00010    0.00605       59
disk8        fcfs       0.64000  0.017    0.02705    0.04178    1.54465       99
cpu9         rnd_rob  100.00000  4.016    0.04016    4.01639  100.00000      147
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.492    0.00492                             18
   > server  5        100.00000  0.246    0.00246                              9
mem9         fcfs       0.00300  0.000    0.01530    0.00008    0.00536       56
disk9        fcfs       0.64000  0.019    0.03005    0.05133    1.70800      110
cpu10        rnd_rob  100.00000  3.798    0.03798    3.79781  100.00000      139
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.355    0.00355                             13
   > server  5        100.00000  0.164    0.00164                              6
mem10        fcfs       0.00300  0.000    0.02104    0.00017    0.00818       77
disk10       fcfs       0.64000  0.017    0.02705    0.04216    1.55879       99
cpu11        rnd_rob  100.00000  4.235    0.04235    4.23497  100.00000      155
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.574    0.00574                             21
   > server  5        100.00000  0.383    0.00383                             14
mem11        fcfs       0.00300  0.000    0.01612    0.00012    0.00763       59
disk11       fcfs       0.64000  0.015    0.02350    0.03932    1.67349       86
cpu12        rnd_rob  100.00000  4.317    0.04317    4.31694  100.00000      158
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.656    0.00656                             24
   > server  5        100.00000  0.383    0.00383                             14
mem12        fcfs       0.00300  0.000    0.01557    0.00011    0.00726       57
disk12       fcfs       0.64000  0.020    0.03169    0.05093    1.60690      116
cpu13        rnd_rob  100.00000  4.180    0.04180    4.18033  100.00000      153
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.656    0.00656                             24
   > server  5        100.00000  0.246    0.00246                              9
mem13        fcfs       0.00300  0.000    0.01831    0.00015    0.00797       67
disk13       fcfs       0.64000  0.019    0.02978    0.04851    1.62899      109
cpu14        rnd_rob  100.00000  4.372    0.04372    4.37158  100.00000      160
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.656    0.00656                             24
   > server  5        100.00000  0.437    0.00437                             16
