         C++/CSIM Simulation Report (Version 20.0 for MS Visual C/C++)

                           Wed Dec 02 19:28:57 2015


                     Ending simulation time:      3660.000
                     Elapsed simulation time:     3660.000
                     CPU time used (seconds):      274.155


FACILITY SUMMARY 

facility     service    service          through-    queue     response   compl
rSwitch2     fcfs       0.05000  0.073    1.46202    0.10840    0.07415     5351
   > server  0          0.05000  0.013    0.25164                            921
   > server  1          0.05000  0.008    0.16858                            617
   > server  2          0.05000  0.006    0.12814                            469
   > server  3          0.05000  0.005    0.10027                            367
   > server  4          0.05000  0.004    0.08579                            314
   > server  5          0.05000  0.004    0.07596                            278
   > server  6          0.05000  0.003    0.06940                            254
   > server  7          0.05000  0.003    0.06448                            236
   > server  8          0.05000  0.003    0.05984                            219
   > server  9          0.05000  0.003    0.05628                            206
   > server 10          0.05000  0.003    0.05219                            191
   > server 11          0.05000  0.002    0.04891                            179
   > server 12          0.05000  0.002    0.04590                            168
   > server 13          0.05000  0.002    0.04290                            157
   > server 14          0.05000  0.002    0.04016                            147
   > server 15          0.05000  0.002    0.03880                            142
   > server 16          0.05000  0.002    0.03607                            132
   > server 17          0.05000  0.002    0.03388                            124
   > server 18          0.05000  0.002    0.03251                            119
   > server 19          0.05000  0.002    0.03033                            111
rSwitch3     fcfs       0.05000  0.058    1.15792    0.07617    0.06578     4238
   > server  0          0.05000  0.013    0.25929                            949
   > server  1          0.05000  0.008    0.16913                            619
   > server  2          0.05000  0.006    0.12022                            440
   > server  3          0.05000  0.005    0.09235                            338
   > server  4          0.05000  0.003    0.06803                            249
   > server  5          0.05000  0.003    0.05792                            212
   > server  6          0.05000  0.002    0.04754                            174
   > server  7          0.05000  0.002    0.04153                            152
   > server  8          0.05000  0.002    0.03661                            134
   > server  9          0.05000  0.002    0.03470                            127
   > server 10          0.05000  0.002    0.03142                            115
   > server 11          0.05000  0.001    0.02978                            109
   > server 12          0.05000  0.001    0.02760                            101
   > server 13          0.05000  0.001    0.02514                             92
   > server 14          0.05000  0.001    0.02377                             87
   > server 15          0.05000  0.001    0.02158                             79
   > server 16          0.05000  0.001    0.01967                             72
   > server 17          0.05000  0.001    0.01803                             66
   > server 18          0.05000  0.001    0.01749                             64
   > server 19          0.05000  0.001    0.01612                             59
rSwitch4     fcfs       0.05000  0.057    1.13689    0.06773    0.05958     4161
   > server  0          0.05000  0.014    0.27842                           1019
   > server  1          0.05000  0.009    0.17049                            624
   > server  2          0.05000  0.006    0.11639                            426
   > server  3          0.05000  0.005    0.09126                            334
   > server  4          0.05000  0.004    0.07404                            271
   > server  5          0.05000  0.003    0.05820                            213
   > server  6          0.05000  0.002    0.04699                            172
   > server  7          0.05000  0.002    0.04098                            150
   > server  8          0.05000  0.002    0.03470                            127
   > server  9          0.05000  0.002    0.03060                            112
   > server 10          0.05000  0.001    0.02732                            100
   > server 11          0.05000  0.001    0.02432                             89
   > server 12          0.05000  0.001    0.02295                             84
   > server 13          0.05000  0.001    0.02158                             79
   > server 14          0.05000  0.001    0.01967                             72
   > server 15          0.05000  0.001    0.01831                             67
   > server 16          0.05000  0.001    0.01694                             62
   > server 17          0.05000  0.001    0.01612                             59
   > server 18          0.05000  0.001    0.01448                             53
   > server 19          0.05000  0.001    0.01311                             48
rSwitch5     fcfs       0.05000  0.047    0.94344    0.05061    0.05365     3453
   > server  0          0.05000  0.013    0.26448                            968
   > server  1          0.05000  0.008    0.16612                            608
   > server  2          0.05000  0.006    0.11202                            410
   > server  3          0.05000  0.004    0.07732                            283
   > server  4          0.05000  0.003    0.05519                            202
   > server  5          0.05000  0.002    0.04317                            158
   > server  6          0.05000  0.002    0.03661                            134
   > server  7          0.05000  0.001    0.02923                            107
   > server  8          0.05000  0.001    0.02350                             86
   > server  9          0.05000  0.001    0.01995                             73
   > server 10          0.05000  0.001    0.01831                             67
   > server 11          0.05000  0.001    0.01639                             60
   > server 12          0.05000  0.001    0.01503                             55
   > server 13          0.05000  0.001    0.01366                             50
   > server 14          0.05000  0.001    0.01148                             42
   > server 15          0.05000  0.001    0.01093                             40
   > server 16          0.05000  0.001    0.01011                             37
   > server 17          0.05000  0.000    0.00765                             28
   > server 18          0.05000  0.000    0.00628                             23
   > server 19          0.05000  0.000    0.00601                             22
rSwitch6     fcfs       0.05000  0.046    0.91585    0.04855    0.05301     3352
   > server  0          0.05000  0.014    0.27978                           1024
   > server  1          0.05000  0.009    0.17732                            649
   > server  2          0.05000  0.006    0.11639                            426
   > server  3          0.05000  0.004    0.08415                            308
   > server  4          0.05000  0.003    0.05383                            197
   > server  5          0.05000  0.002    0.04044                            148
   > server  6          0.05000  0.002    0.03033                            111
   > server  7          0.05000  0.001    0.02486                             91
   > server  8          0.05000  0.001    0.01940                             71
   > server  9          0.05000  0.001    0.01585                             58
   > server 10          0.05000  0.001    0.01257                             46
   > server 11          0.05000  0.001    0.01093                             40
   > server 12          0.05000  0.000    0.00847                             31
   > server 13          0.05000  0.000    0.00765                             28
   > server 14          0.05000  0.000    0.00710                             26
   > server 15          0.05000  0.000    0.00656                             24
   > server 16          0.05000  0.000    0.00546                             20
   > server 17          0.05000  0.000    0.00519                             19
   > server 18          0.05000  0.000    0.00492                             18
   > server 19          0.05000  0.000    0.00464                             17
rSwitch7     fcfs       0.05000  0.047    0.93306    0.04895    0.05246     3415
   > server  0          0.05000  0.015    0.29290                           1072
   > server  1          0.05000  0.009    0.18497                            677
   > server  2          0.05000  0.006    0.12240                            448
   > server  3          0.05000  0.004    0.08470                            310
   > server  4          0.05000  0.003    0.05546                            203
   > server  5          0.05000  0.002    0.03989                            146
   > server  6          0.05000  0.001    0.02951                            108
   > server  7          0.05000  0.001    0.02158                             79
   > server  8          0.05000  0.001    0.01694                             62
   > server  9          0.05000  0.001    0.01448                             53
   > server 10          0.05000  0.001    0.01257                             46
   > server 11          0.05000  0.001    0.01038                             38
   > server 12          0.05000  0.000    0.00874                             32
   > server 13          0.05000  0.000    0.00820                             30
   > server 14          0.05000  0.000    0.00683                             25
   > server 15          0.05000  0.000    0.00574                             21
   > server 16          0.05000  0.000    0.00492                             18
   > server 17          0.05000  0.000    0.00464                             17
   > server 18          0.05000  0.000    0.00437                             16
   > server 19          0.05000  0.000    0.00383                             14
rSwitch8     fcfs       0.05000  0.044    0.87350    0.04581    0.05244     3197
   > server  0          0.05000  0.014    0.27705                           1014
   > server  1          0.05000  0.008    0.16940                            620
   > server  2          0.05000  0.006    0.11585                            424
   > server  3          0.05000  0.004    0.07978                            292
   > server  4          0.05000  0.003    0.05383                            197
   > server  5          0.05000  0.002    0.03661                            134
   > server  6          0.05000  0.001    0.02760                            101
   > server  7          0.05000  0.001    0.01913                             70
   > server  8          0.05000  0.001    0.01503                             55
   > server  9          0.05000  0.001    0.01175                             43
   > server 10          0.05000  0.001    0.01066                             39
   > server 11          0.05000  0.000    0.00984                             36
   > server 12          0.05000  0.000    0.00847                             31
   > server 13          0.05000  0.000    0.00765                             28
   > server 14          0.05000  0.000    0.00683                             25
   > server 15          0.05000  0.000    0.00574                             21
   > server 16          0.05000  0.000    0.00519                             19
   > server 17          0.05000  0.000    0.00492                             18
   > server 18          0.05000  0.000    0.00437                             16
   > server 19          0.05000  0.000    0.00383                             14
rSwitch9     fcfs       0.05000  0.047    0.93716    0.05040    0.05378     3430
   > server  0          0.05000  0.015    0.29863                           1093
   > server  1          0.05000  0.009    0.18224                            667
   > server  2          0.05000  0.006    0.12268                            449
   > server  3          0.05000  0.004    0.08361                            306
   > server  4          0.05000  0.003    0.05492                            201
   > server  5          0.05000  0.002    0.04016                            147
   > server  6          0.05000  0.002    0.03087                            113
   > server  7          0.05000  0.001    0.02213                             81
   > server  8          0.05000  0.001    0.01776                             65
   > server  9          0.05000  0.001    0.01339                             49
   > server 10          0.05000  0.001    0.01066                             39
   > server 11          0.05000  0.000    0.00956                             35
   > server 12          0.05000  0.000    0.00792                             29
   > server 13          0.05000  0.000    0.00792                             29
   > server 14          0.05000  0.000    0.00710                             26
   > server 15          0.05000  0.000    0.00601                             22
   > server 16          0.05000  0.000    0.00601                             22
   > server 17          0.05000  0.000    0.00574                             21
   > server 18          0.05000  0.000    0.00492                             18
   > server 19          0.05000  0.000    0.00492                             18
rSwitch10    fcfs       0.05000  0.044    0.88825    0.04850    0.05460     3251
   > server  0          0.05000  0.015    0.30191                           1105
   > server  1          0.05000  0.009    0.18989                            695
   > server  2          0.05000  0.006    0.12022                            440
   > server  3          0.05000  0.004    0.07787                            285
   > server  4          0.05000  0.002    0.04918                            180
   > server  5          0.05000  0.002    0.03497                            128
   > server  6          0.05000  0.001    0.02404                             88
   > server  7          0.05000  0.001    0.01585                             58
   > server  8          0.05000  0.001    0.01202                             44
   > server  9          0.05000  0.000    0.00902                             33
   > server 10          0.05000  0.000    0.00792                             29
   > server 11          0.05000  0.000    0.00656                             24
   > server 12          0.05000  0.000    0.00601                             22
   > server 13          0.05000  0.000    0.00546                             20
   > server 14          0.05000  0.000    0.00519                             19
   > server 15          0.05000  0.000    0.00519                             19
   > server 16          0.05000  0.000    0.00464                             17
   > server 17          0.05000  0.000    0.00410                             15
   > server 18          0.05000  0.000    0.00410                             15
   > server 19          0.05000  0.000    0.00410                             15
rSwitch11    fcfs       0.05000  0.045    0.89781    0.04676    0.05208     3286
   > server  0          0.05000  0.015    0.30355                           1111
   > server  1          0.05000  0.009    0.18579                            680
   > server  2          0.05000  0.006    0.12131                            444
   > server  3          0.05000  0.004    0.08197                            300
   > server  4          0.05000  0.003    0.05738                            210
   > server  5          0.05000  0.002    0.03661                            134
   > server  6          0.05000  0.001    0.02623                             96
   > server  7          0.05000  0.001    0.01803                             66
   > server  8          0.05000  0.001    0.01448                             53
   > server  9          0.05000  0.001    0.01120                             41
   > server 10          0.05000  0.000    0.00765                             28
   > server 11          0.05000  0.000    0.00628                             23
   > server 12          0.05000  0.000    0.00574                             21
   > server 13          0.05000  0.000    0.00492                             18
   > server 14          0.05000  0.000    0.00410                             15
   > server 15          0.05000  0.000    0.00328                             12
   > server 16          0.05000  0.000    0.00273                             10
   > server 17          0.05000  0.000    0.00219                              8
   > server 18          0.05000  0.000    0.00219                              8
   > server 19          0.05000  0.000    0.00219                              8
rSwitch12    fcfs       0.05000  0.043    0.85519    0.04372    0.05112     3130
   > server  0          0.05000  0.015    0.29180                           1068
   > server  1          0.05000  0.009    0.18279                            669
   > server  2          0.05000  0.006    0.12022                            440
   > server  3          0.05000  0.004    0.08087                            296
   > server  4          0.05000  0.003    0.05301                            194
   > server  5          0.05000  0.002    0.03169                            116
   > server  6          0.05000  0.001    0.02186                             80
   > server  7          0.05000  0.001    0.01503                             55
   > server  8          0.05000  0.001    0.01093                             40
   > server  9          0.05000  0.000    0.00874                             32
   > server 10          0.05000  0.000    0.00683                             25
   > server 11          0.05000  0.000    0.00546                             20
   > server 12          0.05000  0.000    0.00492                             18
   > server 13          0.05000  0.000    0.00410                             15
   > server 14          0.05000  0.000    0.00355                             13
   > server 15          0.05000  0.000    0.00355                             13
   > server 16          0.05000  0.000    0.00301                             11
   > server 17          0.05000  0.000    0.00273                             10
   > server 18          0.05000  0.000    0.00246                              9
   > server 19          0.05000  0.000    0.00164                              6
rSwitch13    fcfs       0.05000  0.044    0.88716    0.04677    0.05271     3247
   > server  0          0.05000  0.014    0.28224                           1033
   > server  1          0.05000  0.009    0.17541                            642
   > server  2          0.05000  0.006    0.11803                            432
   > server  3          0.05000  0.004    0.08005                            293
   > server  4          0.05000  0.003    0.05383                            197
   > server  5          0.05000  0.002    0.03743                            137
   > server  6          0.05000  0.001    0.02568                             94
   > server  7          0.05000  0.001    0.01967                             72
   > server  8          0.05000  0.001    0.01639                             60
   > server  9          0.05000  0.001    0.01311                             48
   > server 10          0.05000  0.000    0.00956                             35
   > server 11          0.05000  0.000    0.00929                             34
   > server 12          0.05000  0.000    0.00874                             32
   > server 13          0.05000  0.000    0.00765                             28
   > server 14          0.05000  0.000    0.00601                             22
   > server 15          0.05000  0.000    0.00546                             20
   > server 16          0.05000  0.000    0.00519                             19
   > server 17          0.05000  0.000    0.00464                             17
   > server 18          0.05000  0.000    0.00464                             17
   > server 19          0.05000  0.000    0.00410                             15
rSwitch14    fcfs       0.05000  0.045    0.89727    0.04772    0.05318     3284
   > server  0          0.05000  0.016    0.31066                           1137
   > server  1          0.05000  0.010    0.19617                            718
   > server  2          0.05000  0.006    0.12240                            448
   > server  3          0.05000  0.004    0.08005                            293
   > server  4          0.05000  0.003    0.05082                            186
   > server  5          0.05000  0.002    0.03579                            131
   > server  6          0.05000  0.001    0.02596                             95
   > server  7          0.05000  0.001    0.01803                             66
   > server  8          0.05000  0.001    0.01393                             51
   > server  9          0.05000  0.000    0.00820                             30
   > server 10          0.05000  0.000    0.00574                             21
   > server 11          0.05000  0.000    0.00492                             18
   > server 12          0.05000  0.000    0.00410                             15
   > server 13          0.05000  0.000    0.00410                             15
   > server 14          0.05000  0.000    0.00328                             12
   > server 15          0.05000  0.000    0.00328                             12
   > server 16          0.05000  0.000    0.00273                             10
   > server 17          0.05000  0.000    0.00246                              9
   > server 18          0.05000  0.000    0.00246                              9
   > server 19          0.05000  0.000    0.00219                              8
rSwitch15    fcfs       0.05000  0.043    0.86503    0.04519    0.05224     3166
   > server  0          0.05000  0.014    0.28607                           1047
   > server  1          0.05000  0.009    0.17514                            641
   > server  2          0.05000  0.006    0.11995                            439
   > server  3          0.05000  0.004    0.08142                            298
   > server  4          0.05000  0.003    0.05164                            189
   > server  5          0.05000  0.002    0.03634                            133
   > server  6          0.05000  0.001    0.02432                             89
   > server  7          0.05000  0.001    0.01694                             62
   > server  8          0.05000  0.001    0.01230                             45
   > server  9          0.05000  0.000    0.00929                             34
   > server 10          0.05000  0.000    0.00902                             33
   > server 11          0.05000  0.000    0.00820                             30
   > server 12          0.05000  0.000    0.00656                             24
   > server 13          0.05000  0.000    0.00519                             19
   > server 14          0.05000  0.000    0.00519                             19
   > server 15          0.05000  0.000    0.00437                             16
   > server 16          0.05000  0.000    0.00383                             14
   > server 17          0.05000  0.000    0.00328                             12
   > server 18          0.05000  0.000    0.00328                             12
   > server 19          0.05000  0.000    0.00273                             10
rSwitch16    fcfs       0.05000  0.046    0.92350    0.04658    0.05044     3380
   > server  0          0.05000  0.016    0.31667                           1159
   > server  1          0.05000  0.010    0.19153                            701
   > server  2          0.05000  0.006    0.12978                            475
   > server  3          0.05000  0.004    0.08607                            315
   > server  4          0.05000  0.003    0.05546                            203
   > server  5          0.05000  0.002    0.03634                            133
   > server  6          0.05000  0.001    0.02623                             96
   > server  7          0.05000  0.001    0.01721                             63
   > server  8          0.05000  0.001    0.01284                             47
   > server  9          0.05000  0.000    0.00902                             33
   > server 10          0.05000  0.000    0.00847                             31
   > server 11          0.05000  0.000    0.00738                             27
   > server 12          0.05000  0.000    0.00546                             20
   > server 13          0.05000  0.000    0.00437                             16
   > server 14          0.05000  0.000    0.00410                             15
   > server 15          0.05000  0.000    0.00355                             13
   > server 16          0.05000  0.000    0.00301                             11
   > server 17          0.05000  0.000    0.00246                              9
   > server 18          0.05000  0.000    0.00219                              8
   > server 19          0.05000  0.000    0.00137                              5
rSwitch17    fcfs       0.05000  0.042    0.84180    0.04318    0.05130     3081
   > server  0          0.05000  0.015    0.30109                           1102
   > server  1          0.05000  0.009    0.18361                            672
   > server  2          0.05000  0.006    0.11913                            436
   > server  3          0.05000  0.004    0.07486                            274
   > server  4          0.05000  0.003    0.05109                            187
   > server  5          0.05000  0.002    0.03607                            132
   > server  6          0.05000  0.001    0.02459                             90
   > server  7          0.05000  0.001    0.01557                             57
   > server  8          0.05000  0.000    0.00929                             34
   > server  9          0.05000  0.000    0.00710                             26
   > server 10          0.05000  0.000    0.00355                             13
   > server 11          0.05000  0.000    0.00273                             10
   > server 12          0.05000  0.000    0.00219                              8
   > server 13          0.05000  0.000    0.00164                              6
   > server 14          0.05000  0.000    0.00164                              6
   > server 15          0.05000  0.000    0.00164                              6
   > server 16          0.05000  0.000    0.00164                              6
   > server 17          0.05000  0.000    0.00164                              6
   > server 18          0.05000  0.000    0.00137                              5
   > server 19          0.05000  0.000    0.00137                              5
rSwitch18    fcfs       0.05000  0.044    0.87869    0.04495    0.05115     3216
   > server  0          0.05000  0.015    0.30628                           1121
   > server  1          0.05000  0.010    0.19235                            704
   > server  2          0.05000  0.006    0.12377                            453
   > server  3          0.05000  0.004    0.08197                            300
   > server  4          0.05000  0.003    0.05137                            188
   > server  5          0.05000  0.002    0.03279                            120
   > server  6          0.05000  0.001    0.02268                             83
   > server  7          0.05000  0.001    0.01475                             54
   > server  8          0.05000  0.001    0.01011                             37
   > server  9          0.05000  0.000    0.00820                             30
   > server 10          0.05000  0.000    0.00656                             24
   > server 11          0.05000  0.000    0.00519                             19
   > server 12          0.05000  0.000    0.00492                             18
   > server 13          0.05000  0.000    0.00437                             16
   > server 14          0.05000  0.000    0.00301                             11
   > server 15          0.05000  0.000    0.00273                             10
   > server 16          0.05000  0.000    0.00219                              8
   > server 17          0.05000  0.000    0.00191                              7
   > server 18          0.05000  0.000    0.00191                              7
   > server 19          0.05000  0.000    0.00164                              6
rSwitch19    fcfs       0.05000  0.043    0.85574    0.04298    0.05022     3132
   > server  0          0.05000  0.015    0.30355                           1111
   > server  1          0.05000  0.010    0.19044                            697
   > server  2          0.05000  0.006    0.12158                            445
   > server  3          0.05000  0.004    0.07814                            286
   > server  4          0.05000  0.003    0.05137                            188
   > server  5          0.05000  0.002    0.03607                            132
   > server  6          0.05000  0.001    0.02322                             85
   > server  7          0.05000  0.001    0.01475                             54
   > server  8          0.05000  0.001    0.01066                             39
   > server  9          0.05000  0.000    0.00656                             24
   > server 10          0.05000  0.000    0.00410                             15
   > server 11          0.05000  0.000    0.00301                             11
   > server 12          0.05000  0.000    0.00219                              8
   > server 13          0.05000  0.000    0.00191                              7
   > server 14          0.05000  0.000    0.00164                              6
   > server 15          0.05000  0.000    0.00164                              6
   > server 16          0.05000  0.000    0.00137                              5
   > server 17          0.05000  0.000    0.00137                              5
   > server 18          0.05000  0.000    0.00137                              5
   > server 19          0.05000  0.000    0.00082                              3
cpu0         rnd_rob  100.00000  4.180    0.04180    4.18033  100.00000      153
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.601    0.00601                             22
   > server  5        100.00000  0.301    0.00301                             11
mem0         fcfs       0.00300  0.001    0.17623    0.00189    0.01072      645
disk0        fcfs       0.64000  0.015    0.02268    0.05844    2.57687       83
cpu1         rnd_rob  100.00000  4.153    0.04153    4.15301  100.00000      152
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.601    0.00601                             22
   > server  5        100.00000  0.273    0.00273                             10
mem1         fcfs       0.00300  0.001    0.20984    0.00278    0.01323      768
disk1        fcfs       0.64000  0.016    0.02568    0.08986    3.49872       94
cpu2         rnd_rob  100.00000  4.153    0.04153    4.15301  100.00000      152
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.628    0.00628                             23
   > server  5        100.00000  0.246    0.00246                              9
mem2         fcfs       0.00300  0.001    0.26011    0.00374    0.01436      952
disk2        fcfs       0.64000  0.019    0.03033    0.09284    3.06126      111
cpu3         rnd_rob  100.00000  4.098    0.04098    4.09836  100.00000      150
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.628    0.00628                             23
   > server  5        100.00000  0.191    0.00191                              7
mem3         fcfs       0.00300  0.001    0.22869    0.00298    0.01304      837
disk3        fcfs       0.64000  0.016    0.02432    0.06055    2.48989       89
cpu4         rnd_rob  100.00000  4.317    0.04317    4.31694  100.00000      158
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.656    0.00656                             24
   > server  5        100.00000  0.383    0.00383                             14
mem4         fcfs       0.00300  0.001    0.17869    0.00198    0.01110      654
disk4        fcfs       0.64000  0.013    0.01995    0.04962    2.48767       73
cpu5         rnd_rob  100.00000  4.262    0.04262    4.26230  100.00000      156
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.628    0.00628                             23
   > server  5        100.00000  0.355    0.00355                             13
mem5         fcfs       0.00300  0.001    0.20683    0.00270    0.01305      757
disk5        fcfs       0.64000  0.015    0.02295    0.05498    2.39571       84
cpu6         rnd_rob  100.00000  4.399    0.04399    4.39891  100.00000      161
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.601    0.00601                             22
   > server  5        100.00000  0.519    0.00519                             19
mem6         fcfs       0.00300  0.001    0.21393    0.00269    0.01259      783
disk6        fcfs       0.64000  0.015    0.02377    0.06320    2.65885       87
cpu7         rnd_rob  100.00000  4.208    0.04208    4.20765  100.00000      154
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.574    0.00574                             21
   > server  5        100.00000  0.355    0.00355                             13
mem7         fcfs       0.00300  0.001    0.21667    0.00270    0.01247      793
disk7        fcfs       0.64000  0.017    0.02650    0.07754    2.92577       97
cpu8         rnd_rob  100.00000  4.153    0.04153    4.15301  100.00000      152
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.601    0.00601                             22
   > server  5        100.00000  0.273    0.00273                             10
mem8         fcfs       0.00300  0.001    0.21011    0.00257    0.01225      769
disk8        fcfs       0.64000  0.015    0.02377    0.06523    2.74437       87
cpu9         rnd_rob  100.00000  4.016    0.04016    4.01639  100.00000      147
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.519    0.00519                             19
   > server  5        100.00000  0.219    0.00219                              8
mem9         fcfs       0.00300  0.001    0.24153    0.00335    0.01386      884
disk9        fcfs       0.64000  0.017    0.02705    0.07402    2.73657       99
cpu10        rnd_rob  100.00000  4.126    0.04126    4.12568  100.00000      151
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.601    0.00601                             22
   > server  5        100.00000  0.246    0.00246                              9
mem10        fcfs       0.00300  0.001    0.22678    0.00294    0.01295      830
disk10       fcfs       0.64000  0.017    0.02678    0.09317    3.47959       98
cpu11        rnd_rob  100.00000  4.208    0.04208    4.20765  100.00000      154
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.601    0.00601                             22
   > server  5        100.00000  0.328    0.00328                             12
mem11        fcfs       0.00300  0.001    0.18661    0.00220    0.01178      683
disk11       fcfs       0.64000  0.013    0.02077    0.04903    2.36105       76
cpu12        rnd_rob  100.00000  4.180    0.04180    4.18033  100.00000      153
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.656    0.00656                             24
   > server  5        100.00000  0.246    0.00246                              9
mem12        fcfs       0.00300  0.001    0.23607    0.00337    0.01426      864
disk12       fcfs       0.64000  0.017    0.02596    0.06483    2.49768       95
cpu13        rnd_rob  100.00000  4.208    0.04208    4.20765  100.00000      154
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.574    0.00574                             21
   > server  5        100.00000  0.355    0.00355                             13
mem13        fcfs       0.00300  0.001    0.22869    0.00304    0.01327      837
disk13       fcfs       0.64000  0.017    0.02596    0.06054    2.33221       95
cpu14        rnd_rob  100.00000  4.372    0.04372    4.37158  100.00000      160
   > server  0        100.00000  0.820    0.00820                             30
   > server  1        100.00000  0.820    0.00820                             30
   > server  2        100.00000  0.820    0.00820                             30
   > server  3        100.00000  0.820    0.00820                             30
   > server  4        100.00000  0.628    0.00628                             23
   > server  5        100.00000  0.464    0.00464                             17
