         C++/CSIM Simulation Report (Version 20.0 for MS Visual C/C++)

                           Thu Dec 10 22:37:42 2015


                     Ending simulation time:      3698.153
                     Elapsed simulation time:     3698.153
                     CPU time used (seconds):      784.605


FACILITY SUMMARY 

facility     service    service          through-    queue     response   compl
   > server 19          0.05000  0.005    0.10519                            389
rSwitch2     fcfs       0.05000  0.133    2.65808    0.16444    0.06187     9830
   > server  0          0.05000  0.027    0.53189                           1967
   > server  1          0.05000  0.018    0.35153                           1300
   > server  2          0.05000  0.013    0.25661                            949
   > server  3          0.05000  0.010    0.19631                            726
   > server  4          0.05000  0.008    0.15954                            590
   > server  5          0.05000  0.007    0.13412                            496
   > server  6          0.05000  0.006    0.11303                            418
   > server  7          0.05000  0.005    0.10113                            374
   > server  8          0.05000  0.005    0.09194                            340
   > server  9          0.05000  0.004    0.08301                            307
   > server 10          0.05000  0.004    0.07896                            292
   > server 11          0.05000  0.004    0.07625                            282
   > server 12          0.05000  0.004    0.07382                            273
   > server 13          0.05000  0.003    0.06895                            255
   > server 14          0.05000  0.003    0.06571                            243
   > server 15          0.05000  0.003    0.06246                            231
   > server 16          0.05000  0.003    0.05841                            216
   > server 17          0.05000  0.003    0.05516                            204
   > server 18          0.05000  0.003    0.05165                            191
   > server 19          0.05000  0.002    0.04759                            176
rSwitch3     fcfs       0.05000  0.104    2.08996    0.11805    0.05648     7729
   > server  0          0.05000  0.029    0.58326                           2157
   > server  1          0.05000  0.017    0.34314                           1269
   > server  2          0.05000  0.012    0.23093                            854
   > server  3          0.05000  0.008    0.16468                            609
   > server  4          0.05000  0.006    0.11411                            422
   > server  5          0.05000  0.004    0.08274                            306
   > server  6          0.05000  0.003    0.06949                            257
   > server  7          0.05000  0.003    0.05976                            221
   > server  8          0.05000  0.003    0.05489                            203
   > server  9          0.05000  0.003    0.05002                            185
   > server 10          0.05000  0.002    0.04624                            171
   > server 11          0.05000  0.002    0.04191                            155
   > server 12          0.05000  0.002    0.03948                            146
   > server 13          0.05000  0.002    0.03678                            136
   > server 14          0.05000  0.002    0.03434                            127
   > server 15          0.05000  0.002    0.03083                            114
   > server 16          0.05000  0.001    0.02866                            106
   > server 17          0.05000  0.001    0.02758                            102
   > server 18          0.05000  0.001    0.02623                             97
   > server 19          0.05000  0.001    0.02488                             92
rSwitch4     fcfs       0.05000  0.105    2.09889    0.11817    0.05630     7762
   > server  0          0.05000  0.032    0.64681                           2392
   > server  1          0.05000  0.018    0.36559                           1352
   > server  2          0.05000  0.012    0.24201                            895
   > server  3          0.05000  0.008    0.15765                            583
   > server  4          0.05000  0.006    0.11276                            417
   > server  5          0.05000  0.004    0.08301                            307
   > server  6          0.05000  0.003    0.06571                            243
   > server  7          0.05000  0.003    0.05489                            203
   > server  8          0.05000  0.002    0.04786                            177
   > server  9          0.05000  0.002    0.04326                            160
   > server 10          0.05000  0.002    0.03840                            142
   > server 11          0.05000  0.002    0.03488                            129
   > server 12          0.05000  0.002    0.03191                            118
   > server 13          0.05000  0.002    0.03001                            111
   > server 14          0.05000  0.001    0.02839                            105
   > server 15          0.05000  0.001    0.02677                             99
   > server 16          0.05000  0.001    0.02434                             90
   > server 17          0.05000  0.001    0.02271                             84
   > server 18          0.05000  0.001    0.02109                             78
   > server 19          0.05000  0.001    0.02082                             77
rSwitch5     fcfs       0.05000  0.090    1.80198    0.09866    0.05475     6664
   > server  0          0.05000  0.031    0.62382                           2307
   > server  1          0.05000  0.018    0.35585                           1316
   > server  2          0.05000  0.010    0.20848                            771
   > server  3          0.05000  0.007    0.13520                            500
   > server  4          0.05000  0.005    0.09032                            334
   > server  5          0.05000  0.003    0.05976                            221
   > server  6          0.05000  0.002    0.04678                            173
   > server  7          0.05000  0.002    0.03840                            142
   > server  8          0.05000  0.002    0.03326                            123
   > server  9          0.05000  0.001    0.02812                            104
   > server 10          0.05000  0.001    0.02650                             98
   > server 11          0.05000  0.001    0.02244                             83
   > server 12          0.05000  0.001    0.02109                             78
   > server 13          0.05000  0.001    0.02001                             74
   > server 14          0.05000  0.001    0.01812                             67
   > server 15          0.05000  0.001    0.01677                             62
   > server 16          0.05000  0.001    0.01595                             59
   > server 17          0.05000  0.001    0.01433                             53
   > server 18          0.05000  0.001    0.01352                             50
   > server 19          0.05000  0.001    0.01325                             49
rSwitch6     fcfs       0.05000  0.090    1.79522    0.09511    0.05298     6639
   > server  0          0.05000  0.031    0.62437                           2309
   > server  1          0.05000  0.019    0.37127                           1373
   > server  2          0.05000  0.011    0.22552                            834
   > server  3          0.05000  0.007    0.14386                            532
   > server  4          0.05000  0.004    0.08869                            328
   > server  5          0.05000  0.003    0.06030                            223
   > server  6          0.05000  0.002    0.04435                            164
   > server  7          0.05000  0.002    0.03218                            119
   > server  8          0.05000  0.001    0.02785                            103
   > server  9          0.05000  0.001    0.02542                             94
   > server 10          0.05000  0.001    0.02353                             87
   > server 11          0.05000  0.001    0.02190                             81
   > server 12          0.05000  0.001    0.01839                             68
   > server 13          0.05000  0.001    0.01595                             59
   > server 14          0.05000  0.001    0.01433                             53
   > server 15          0.05000  0.001    0.01325                             49
   > server 16          0.05000  0.001    0.01271                             47
   > server 17          0.05000  0.001    0.01082                             40
   > server 18          0.05000  0.001    0.01055                             39
   > server 19          0.05000  0.001    0.01000                             37
rSwitch7     fcfs       0.05000  0.084    1.68057    0.08744    0.05203     6215
   > server  0          0.05000  0.035    0.70711                           2615
   > server  1          0.05000  0.019    0.37992                           1405
   > server  2          0.05000  0.011    0.21281                            787
   > server  3          0.05000  0.006    0.12195                            451
   > server  4          0.05000  0.003    0.06463                            239
   > server  5          0.05000  0.002    0.03975                            147
   > server  6          0.05000  0.001    0.02623                             97
   > server  7          0.05000  0.001    0.02001                             74
   > server  8          0.05000  0.001    0.01541                             57
   > server  9          0.05000  0.001    0.01325                             49
   > server 10          0.05000  0.001    0.01136                             42
   > server 11          0.05000  0.001    0.01028                             38
   > server 12          0.05000  0.000    0.00946                             35
   > server 13          0.05000  0.000    0.00838                             31
   > server 14          0.05000  0.000    0.00838                             31
   > server 15          0.05000  0.000    0.00757                             28
   > server 16          0.05000  0.000    0.00649                             24
   > server 17          0.05000  0.000    0.00622                             23
   > server 18          0.05000  0.000    0.00595                             22
   > server 19          0.05000  0.000    0.00541                             20
rSwitch8     fcfs       0.05000  0.086    1.72383    0.08955    0.05195     6375
   > server  0          0.05000  0.035    0.69954                           2587
   > server  1          0.05000  0.019    0.37154                           1374
   > server  2          0.05000  0.010    0.20956                            775
   > server  3          0.05000  0.006    0.12439                            460
   > server  4          0.05000  0.004    0.07625                            282
   > server  5          0.05000  0.003    0.05111                            189
   > server  6          0.05000  0.002    0.03434                            127
   > server  7          0.05000  0.001    0.02569                             95
   > server  8          0.05000  0.001    0.02082                             77
   > server  9          0.05000  0.001    0.01677                             62
   > server 10          0.05000  0.001    0.01487                             55
   > server 11          0.05000  0.001    0.01298                             48
   > server 12          0.05000  0.001    0.01109                             41
   > server 13          0.05000  0.001    0.01055                             39
   > server 14          0.05000  0.000    0.00946                             35
   > server 15          0.05000  0.000    0.00838                             31
   > server 16          0.05000  0.000    0.00703                             26
   > server 17          0.05000  0.000    0.00676                             25
   > server 18          0.05000  0.000    0.00649                             24
   > server 19          0.05000  0.000    0.00622                             23
rSwitch9     fcfs       0.05000  0.080    1.60729    0.08146    0.05068     5944
   > server  0          0.05000  0.035    0.70846                           2620
   > server  1          0.05000  0.019    0.37965                           1404
   > server  2          0.05000  0.011    0.21659                            801
   > server  3          0.05000  0.006    0.11654                            431
   > server  4          0.05000  0.003    0.06111                            226
   > server  5          0.05000  0.002    0.03461                            128
   > server  6          0.05000  0.001    0.02136                             79
   > server  7          0.05000  0.001    0.01406                             52
   > server  8          0.05000  0.001    0.01028                             38
   > server  9          0.05000  0.000    0.00811                             30
   > server 10          0.05000  0.000    0.00622                             23
   > server 11          0.05000  0.000    0.00568                             21
   > server 12          0.05000  0.000    0.00514                             19
   > server 13          0.05000  0.000    0.00433                             16
   > server 14          0.05000  0.000    0.00379                             14
   > server 15          0.05000  0.000    0.00270                             10
   > server 16          0.05000  0.000    0.00243                              9
   > server 17          0.05000  0.000    0.00216                              8
   > server 18          0.05000  0.000    0.00216                              8
   > server 19          0.05000  0.000    0.00189                              7
rSwitch10    fcfs       0.05000  0.078    1.56511    0.07930    0.05066     5788
   > server  0          0.05000  0.035    0.70981                           2625
   > server  1          0.05000  0.019    0.37262                           1378
   > server  2          0.05000  0.010    0.20199                            747
   > server  3          0.05000  0.005    0.10681                            395
   > server  4          0.05000  0.003    0.05679                            210
   > server  5          0.05000  0.002    0.03164                            117
   > server  6          0.05000  0.001    0.01731                             64
   > server  7          0.05000  0.001    0.01190                             44
   > server  8          0.05000  0.000    0.00865                             32
   > server  9          0.05000  0.000    0.00784                             29
   > server 10          0.05000  0.000    0.00676                             25
   > server 11          0.05000  0.000    0.00541                             20
   > server 12          0.05000  0.000    0.00460                             17
   > server 13          0.05000  0.000    0.00433                             16
   > server 14          0.05000  0.000    0.00352                             13
   > server 15          0.05000  0.000    0.00324                             12
   > server 16          0.05000  0.000    0.00324                             12
   > server 17          0.05000  0.000    0.00324                             12
   > server 18          0.05000  0.000    0.00324                             12
   > server 19          0.05000  0.000    0.00216                              8
rSwitch11    fcfs       0.05000  0.076    1.51373    0.07584    0.05010     5598
   > server  0          0.05000  0.036    0.72009                           2663
   > server  1          0.05000  0.019    0.37938                           1403
   > server  2          0.05000  0.010    0.19334                            715
   > server  3          0.05000  0.005    0.10384                            384
   > server  4          0.05000  0.002    0.04894                            181
   > server  5          0.05000  0.001    0.02353                             87
   > server  6          0.05000  0.001    0.01298                             48
   > server  7          0.05000  0.000    0.00730                             27
   > server  8          0.05000  0.000    0.00514                             19
   > server  9          0.05000  0.000    0.00352                             13
   > server 10          0.05000  0.000    0.00297                             11
   > server 11          0.05000  0.000    0.00270                             10
   > server 12          0.05000  0.000    0.00243                              9
   > server 13          0.05000  0.000    0.00189                              7
   > server 14          0.05000  0.000    0.00135                              5
   > server 15          0.05000  0.000    0.00108                              4
   > server 16          0.05000  0.000    0.00108                              4
   > server 17          0.05000  0.000    0.00081                              3
   > server 18          0.05000  0.000    0.00081                              3
   > server 19          0.05000  0.000    0.00054                              2
rSwitch12    fcfs       0.05000  0.078    1.55618    0.07875    0.05061     5755
   > server  0          0.05000  0.035    0.70792                           2618
   > server  1          0.05000  0.018    0.36991                           1368
   > server  2          0.05000  0.010    0.20551                            760
   > server  3          0.05000  0.005    0.10951                            405
   > server  4          0.05000  0.003    0.05111                            189
   > server  5          0.05000  0.001    0.02947                            109
   > server  6          0.05000  0.001    0.01758                             65
   > server  7          0.05000  0.001    0.01082                             40
   > server  8          0.05000  0.000    0.00946                             35
   > server  9          0.05000  0.000    0.00676                             25
   > server 10          0.05000  0.000    0.00595                             22
   > server 11          0.05000  0.000    0.00541                             20
   > server 12          0.05000  0.000    0.00460                             17
   > server 13          0.05000  0.000    0.00460                             17
   > server 14          0.05000  0.000    0.00352                             13
   > server 15          0.05000  0.000    0.00352                             13
   > server 16          0.05000  0.000    0.00324                             12
   > server 17          0.05000  0.000    0.00297                             11
   > server 18          0.05000  0.000    0.00216                              8
   > server 19          0.05000  0.000    0.00216                              8
rSwitch13    fcfs       0.05000  0.076    1.51157    0.07589    0.05021     5590
   > server  0          0.05000  0.034    0.68710                           2541
   > server  1          0.05000  0.018    0.36991                           1368
   > server  2          0.05000  0.010    0.20010                            740
   > server  3          0.05000  0.005    0.10897                            403
   > server  4          0.05000  0.003    0.05543                            205
   > server  5          0.05000  0.001    0.02812                            104
   > server  6          0.05000  0.001    0.01487                             55
   > server  7          0.05000  0.000    0.00919                             34
   > server  8          0.05000  0.000    0.00703                             26
   > server  9          0.05000  0.000    0.00541                             20
   > server 10          0.05000  0.000    0.00514                             19
   > server 11          0.05000  0.000    0.00433                             16
   > server 12          0.05000  0.000    0.00324                             12
   > server 13          0.05000  0.000    0.00297                             11
   > server 14          0.05000  0.000    0.00270                             10
   > server 15          0.05000  0.000    0.00216                              8
   > server 16          0.05000  0.000    0.00135                              5
   > server 17          0.05000  0.000    0.00135                              5
   > server 18          0.05000  0.000    0.00108                              4
   > server 19          0.05000  0.000    0.00108                              4
rSwitch14    fcfs       0.05000  0.079    1.57268    0.07885    0.05014     5816
   > server  0          0.05000  0.037    0.74388                           2751
   > server  1          0.05000  0.019    0.38019                           1406
   > server  2          0.05000  0.010    0.20605                            762
   > server  3          0.05000  0.005    0.10248                            379
   > server  4          0.05000  0.003    0.05057                            187
   > server  5          0.05000  0.001    0.02515                             93
   > server  6          0.05000  0.001    0.01487                             55
   > server  7          0.05000  0.001    0.01055                             39
   > server  8          0.05000  0.000    0.00757                             28
   > server  9          0.05000  0.000    0.00568                             21
   > server 10          0.05000  0.000    0.00487                             18
   > server 11          0.05000  0.000    0.00433                             16
   > server 12          0.05000  0.000    0.00406                             15
   > server 13          0.05000  0.000    0.00297                             11
   > server 14          0.05000  0.000    0.00270                             10
   > server 15          0.05000  0.000    0.00189                              7
   > server 16          0.05000  0.000    0.00135                              5
   > server 17          0.05000  0.000    0.00135                              5
   > server 18          0.05000  0.000    0.00108                              4
   > server 19          0.05000  0.000    0.00108                              4
rSwitch15    fcfs       0.05000  0.079    1.58593    0.08058    0.05081     5865
   > server  0          0.05000  0.035    0.70603                           2611
   > server  1          0.05000  0.019    0.38100                           1409
   > server  2          0.05000  0.010    0.20983                            776
   > server  3          0.05000  0.006    0.11627                            430
   > server  4          0.05000  0.003    0.06165                            228
   > server  5          0.05000  0.001    0.02893                            107
   > server  6          0.05000  0.001    0.01487                             55
   > server  7          0.05000  0.001    0.01109                             41
   > server  8          0.05000  0.000    0.00838                             31
   > server  9          0.05000  0.000    0.00703                             26
   > server 10          0.05000  0.000    0.00676                             25
   > server 11          0.05000  0.000    0.00568                             21
   > server 12          0.05000  0.000    0.00514                             19
   > server 13          0.05000  0.000    0.00460                             17
   > server 14          0.05000  0.000    0.00433                             16
   > server 15          0.05000  0.000    0.00352                             13
   > server 16          0.05000  0.000    0.00324                             12
   > server 17          0.05000  0.000    0.00270                             10
   > server 18          0.05000  0.000    0.00270                             10
   > server 19          0.05000  0.000    0.00216                              8
rSwitch16    fcfs       0.05000  0.076    1.51481    0.07574    0.05000     5602
   > server  0          0.05000  0.037    0.73712                           2726
   > server  1          0.05000  0.020    0.39047                           1444
   > server  2          0.05000  0.010    0.20551                            760
   > server  3          0.05000  0.005    0.09843                            364
   > server  4          0.05000  0.002    0.03948                            146
   > server  5          0.05000  0.001    0.01812                             67
   > server  6          0.05000  0.000    0.00838                             31
   > server  7          0.05000  0.000    0.00514                             19
   > server  8          0.05000  0.000    0.00379                             14
   > server  9          0.05000  0.000    0.00297                             11
   > server 10          0.05000  0.000    0.00189                              7
   > server 11          0.05000  0.000    0.00108                              4
   > server 12          0.05000  0.000    0.00081                              3
   > server 13          0.05000  0.000    0.00054                              2
   > server 14          0.05000  0.000    0.00027                              1
   > server 15          0.05000  0.000    0.00027                              1
   > server 16          0.05000  0.000    0.00027                              1
   > server 17          0.05000  0.000    0.00027                              1
rSwitch17    fcfs       0.05000  0.074    1.48966    0.07448    0.05000     5509
   > server  0          0.05000  0.038    0.75146                           2779
   > server  1          0.05000  0.019    0.38479                           1423
   > server  2          0.05000  0.010    0.19145                            708
   > server  3          0.05000  0.005    0.09086                            336
   > server  4          0.05000  0.002    0.03759                            139
   > server  5          0.05000  0.001    0.01541                             57
   > server  6          0.05000  0.000    0.00676                             25
   > server  7          0.05000  0.000    0.00352                             13
   > server  8          0.05000  0.000    0.00243                              9
   > server  9          0.05000  0.000    0.00162                              6
   > server 10          0.05000  0.000    0.00135                              5
   > server 11          0.05000  0.000    0.00108                              4
   > server 12          0.05000  0.000    0.00081                              3
   > server 13          0.05000  0.000    0.00027                              1
   > server 14          0.05000  0.000    0.00027                              1
rSwitch18    fcfs       0.05000  0.076    1.52779    0.07730    0.05060     5650
   > server  0          0.05000  0.035    0.70522                           2608
   > server  1          0.05000  0.019    0.37749                           1396
   > server  2          0.05000  0.010    0.20064                            742
   > server  3          0.05000  0.005    0.10411                            385
   > server  4          0.05000  0.003    0.05273                            195
   > server  5          0.05000  0.001    0.02785                            103
   > server  6          0.05000  0.001    0.01352                             50
   > server  7          0.05000  0.001    0.01000                             37
   > server  8          0.05000  0.000    0.00730                             27
   > server  9          0.05000  0.000    0.00514                             19
   > server 10          0.05000  0.000    0.00406                             15
   > server 11          0.05000  0.000    0.00324                             12
   > server 12          0.05000  0.000    0.00297                             11
   > server 13          0.05000  0.000    0.00243                              9
   > server 14          0.05000  0.000    0.00243                              9
   > server 15          0.05000  0.000    0.00216                              8
   > server 16          0.05000  0.000    0.00216                              8
   > server 17          0.05000  0.000    0.00162                              6
   > server 18          0.05000  0.000    0.00135                              5
   > server 19          0.05000  0.000    0.00135                              5
rSwitch19    fcfs       0.05000  0.077    1.54185    0.07804    0.05061     5702
   > server  0          0.05000  0.035    0.69440                           2568
   > server  1          0.05000  0.018    0.36559                           1352
   > server  2          0.05000  0.010    0.20064                            742
   > server  3          0.05000  0.005    0.10870                            402
   > server  4          0.05000  0.003    0.06138                            227
   > server  5          0.05000  0.002    0.03299                            122
   > server  6          0.05000  0.001    0.01893                             70
   > server  7          0.05000  0.001    0.01325                             49
   > server  8          0.05000  0.000    0.00946                             35
   > server  9          0.05000  0.000    0.00784                             29
   > server 10          0.05000  0.000    0.00622                             23
   > server 11          0.05000  0.000    0.00487                             18
   > server 12          0.05000  0.000    0.00352                             13
   > server 13          0.05000  0.000    0.00324                             12
   > server 14          0.05000  0.000    0.00216                              8
   > server 15          0.05000  0.000    0.00189                              7
   > server 16          0.05000  0.000    0.00189                              7
   > server 17          0.05000  0.000    0.00162                              6
   > server 18          0.05000  0.000    0.00162                              6
   > server 19          0.05000  0.000    0.00162                              6
cpu0         rnd_rob   51.65289  6.760    0.13088    6.76013   51.65289      484
   > server  0         51.61290  0.865    0.01677                             62
   > server  1         50.80645  0.852    0.01677                             62
   > server  2         51.63934  0.852    0.01649                             61
   > server  3         52.50000  0.852    0.01622                             60
   > server  4         50.81967  0.838    0.01649                             61
   > server  5         51.66667  0.838    0.01622                             60
   > server  6         53.44828  0.838    0.01568                             58
   > server  7         50.83333  0.825    0.01622                             60
mem0         fcfs       0.00300  0.002    0.62193    0.00367    0.00590     2300
disk0        fcfs       0.64000  0.008    0.01190    0.02410    2.02545       44
cpu1         rnd_rob   51.11336  6.828    0.13358    6.82773   51.11336      494
   > server  0         53.22581  0.892    0.01677                             62
   > server  1         51.58730  0.879    0.01704                             63
   > server  2         50.79365  0.865    0.01704                             63
   > server  3         50.81967  0.838    0.01649                             61
   > server  4         50.00000  0.838    0.01677                             62
   > server  5         50.81967  0.838    0.01649                             61
   > server  6         51.66667  0.838    0.01622                             60
   > server  7         50.00000  0.838    0.01677                             62
mem1         fcfs       0.00300  0.002    0.76362    0.00522    0.00683     2824
disk1        fcfs       0.64000  0.009    0.01460    0.02818    1.92963       54
cpu2         rnd_rob   50.79365  6.922    0.13628    6.92237   50.79365      504
   > server  0         52.41935  0.879    0.01677                             62
   > server  1         52.41935  0.879    0.01677                             62
   > server  2         50.78125  0.879    0.01731                             64
   > server  3         50.00000  0.865    0.01731                             64
   > server  4         50.00000  0.865    0.01731                             64
   > server  5         50.00000  0.852    0.01704                             63
   > server  6         50.00000  0.852    0.01704                             63
   > server  7         50.80645  0.852    0.01677                             62
mem2         fcfs       0.00300  0.003    0.98130    0.00730    0.00744     3629
disk2        fcfs       0.64000  0.012    0.01812    0.05112    2.82149       67
cpu3         rnd_rob   50.59761  6.868    0.13574    6.86829   50.59761      502
   > server  0         50.78125  0.879    0.01731                             64
   > server  1         51.58730  0.879    0.01704                             63
   > server  2         50.78125  0.879    0.01731                             64
   > server  3         50.80645  0.852    0.01677                             62
   > server  4         50.00000  0.852    0.01704                             63
   > server  5         50.00000  0.852    0.01704                             63
   > server  6         50.00000  0.838    0.01677                             62
   > server  7         50.81967  0.838    0.01649                             61
mem3         fcfs       0.00300  0.002    0.79472    0.00527    0.00663     2939
disk3        fcfs       0.64000  0.010    0.01514    0.03425    2.26214       56
cpu4         rnd_rob   51.12705  6.747    0.13196    6.74661   51.12705      488
   > server  0         54.23729  0.865    0.01595                             59
   > server  1         50.79365  0.865    0.01704                             63
   > server  2         50.00000  0.865    0.01731                             64
   > server  3         50.80645  0.852    0.01677                             62
   > server  4         50.81967  0.838    0.01649                             61
   > server  5         50.83333  0.825    0.01622                             60
   > server  6         50.83333  0.825    0.01622                             60
   > server  7         50.84746  0.811    0.01595                             59
mem4         fcfs       0.00300  0.002    0.54378    0.00311    0.00572     2011
disk4        fcfs       0.64000  0.007    0.01109    0.01238    1.11707       41
cpu5         rnd_rob   51.01420  6.801    0.13331    6.80069   51.01420      493
   > server  0         53.33333  0.865    0.01622                             60
   > server  1         52.45902  0.865    0.01649                             61
   > server  2         50.79365  0.865    0.01704                             63
   > server  3         50.79365  0.865    0.01704                             63
   > server  4         50.00000  0.838    0.01677                             62
   > server  5         50.00000  0.838    0.01677                             62
   > server  6         50.81967  0.838    0.01649                             61
   > server  7         50.00000  0.825    0.01649                             61
mem5         fcfs       0.00300  0.002    0.58786    0.00312    0.00531     2174
disk5        fcfs       0.64000  0.008    0.01190    0.02439    2.05000       44
cpu6         rnd_rob   51.01626  6.787    0.13304    6.78717   51.01626      492
   > server  0         53.27869  0.879    0.01649                             61
   > server  1         51.58730  0.879    0.01704                             63
   > server  2         50.00000  0.865    0.01731                             64
   > server  3         51.63934  0.852    0.01649                             61
   > server  4         50.00000  0.825    0.01649                             61
   > server  5         50.00000  0.825    0.01649                             61
   > server  6         50.81967  0.838    0.01649                             61
   > server  7         50.83333  0.825    0.01622                             60
mem6         fcfs       0.00300  0.002    0.79797    0.00519    0.00651     2951
disk6        fcfs       0.64000  0.010    0.01595    0.03817    2.39254       59
cpu7         rnd_rob   50.89463  6.922    0.13601    6.92237   50.89463      503
   > server  0         52.41935  0.879    0.01677                             62
   > server  1         50.00000  0.879    0.01758                             65
   > server  2         50.76923  0.892    0.01758                             65
   > server  3         51.58730  0.879    0.01704                             63
   > server  4         50.00000  0.852    0.01704                             63
   > server  5         50.80645  0.852    0.01677                             62
   > server  6         50.80645  0.852    0.01677                             62
   > server  7         50.81967  0.838    0.01649                             61
mem7         fcfs       0.00300  0.002    0.81122    0.00530    0.00654     3000
disk7        fcfs       0.64000  0.009    0.01460    0.02614    1.79037       54
cpu8         rnd_rob   51.01420  6.801    0.13331    6.80069   51.01420      493
   > server  0         50.78125  0.879    0.01731                             64
   > server  1         50.80645  0.852    0.01677                             62
   > server  2         50.80645  0.852    0.01677                             62
   > server  3         51.63934  0.852    0.01649                             61
   > server  4         50.80645  0.852    0.01677                             62
   > server  5         50.80645  0.852    0.01677                             62
   > server  6         51.66667  0.838    0.01622                             60
   > server  7         50.83333  0.825    0.01622                             60
mem8         fcfs       0.00300  0.002    0.69981    0.00414    0.00592     2588
disk8        fcfs       0.64000  0.008    0.01325    0.02283    1.72327       49
cpu9         rnd_rob   50.79051  6.949    0.13683    6.94942   50.79051      506
   > server  0         52.34375  0.906    0.01731                             64
   > server  1         50.78125  0.879    0.01731                             64
   > server  2         50.00000  0.879    0.01758                             65
   > server  3         52.45902  0.865    0.01649                             61
   > server  4         50.00000  0.865    0.01731                             64
   > server  5         50.00000  0.865    0.01731                             64
   > server  6         50.80645  0.852    0.01677                             62
   > server  7         50.00000  0.838    0.01677                             62
mem9         fcfs       0.00300  0.003    0.88558    0.00628    0.00709     3275
disk9        fcfs       0.64000  0.011    0.01649    0.04532    2.74754       61
cpu10        rnd_rob   50.60362  6.801    0.13439    6.80069   50.60362      497
   > server  0         53.22581  0.892    0.01677                             62
   > server  1         51.61290  0.865    0.01677                             62
   > server  2         50.00000  0.865    0.01731                             64
   > server  3         50.00000  0.852    0.01704                             63
   > server  4         50.00000  0.838    0.01677                             62
   > server  5         50.00000  0.838    0.01677                             62
   > server  6         50.00000  0.825    0.01649                             61
   > server  7         50.00000  0.825    0.01649                             61
mem10        fcfs       0.00300  0.002    0.70738    0.00459    0.00649     2616
disk10       fcfs       0.64000  0.008    0.01325    0.02404    1.81469       49
cpu11        rnd_rob   51.43443  6.787    0.13196    6.78717   51.43443      488
   > server  0         52.41935  0.879    0.01677                             62
   > server  1         50.80645  0.852    0.01677                             62
   > server  2         52.50000  0.852    0.01622                             60
   > server  3         52.50000  0.852    0.01622                             60
   > server  4         50.80645  0.852    0.01677                             62
   > server  5         50.81967  0.838    0.01649                             61
   > server  6         50.81967  0.838    0.01649                             61
   > server  7         50.83333  0.825    0.01622                             60
mem11        fcfs       0.00300  0.002    0.60192    0.00330    0.00547     2226
disk11       fcfs       0.64000  0.007    0.01163    0.01735    1.49209       43
cpu12        rnd_rob   50.99800  6.909    0.13547    6.90885   50.99800      501
   > server  0         52.41935  0.879    0.01677                             62
   > server  1         52.41935  0.879    0.01677                             62
   > server  2         50.78125  0.879    0.01731                             64
   > server  3         51.58730  0.879    0.01704                             63
   > server  4         50.78125  0.879    0.01731                             64
   > server  5         50.00000  0.852    0.01704                             63
   > server  6         50.00000  0.838    0.01677                             62
