         C++/CSIM Simulation Report (Version 20.0 for MS Visual C/C++)

                           Tue Jan 12 15:05:31 2016


                     Ending simulation time:     38119.252
                     Elapsed simulation time:    38119.252
                     CPU time used (seconds):     1652.666


FACILITY SUMMARY 

facility     service    service          through-    queue     response   compl
   > server  0         14.71493  0.511    0.03471                           1323
   > server  1         15.37369  0.429    0.02789                           1063
   > server  2         15.15502  0.350    0.02309                            880
   > server  3         15.61432  0.305    0.01954                            745
   > server  4         15.09728  0.265    0.01758                            670
   > server  5         15.04861  0.241    0.01603                            611
   > server  6         14.44223  0.219    0.01516                            578
   > server  7         15.26047  0.200    0.01312                            500
   > server  8         14.84442  0.196    0.01322                            504
   > server  9         14.73743  0.186    0.01264                            482
   > server 10         15.22692  0.175    0.01149                            438
   > server 11         15.20646  0.166    0.01089                            415
rSwitch4     fcfs      14.96374  2.987    0.19958    3.88929   19.48697     7608
   > server  0         15.08594  0.501    0.03321                           1266
   > server  1         14.67344  0.405    0.02762                           1053
   > server  2         15.50162  0.347    0.02240                            854
   > server  3         14.47601  0.286    0.01975                            753
   > server  4         15.21312  0.257    0.01692                            645
   > server  5         15.13548  0.229    0.01511                            576
   > server  6         15.06882  0.198    0.01312                            500
   > server  7         15.06272  0.179    0.01191                            454
   > server  8         15.24070  0.160    0.01047                            399
   > server  9         14.42225  0.149    0.01031                            393
   > server 10         15.31112  0.144    0.00939                            358
   > server 11         14.06611  0.132    0.00937                            357
rSwitch5     fcfs      14.95735  2.720    0.18182    3.33090   18.31936     6931
   > server  0         14.52480  0.501    0.03450                           1315
   > server  1         15.12765  0.410    0.02713                           1034
   > server  2         14.48393  0.321    0.02217                            845
   > server  3         14.94087  0.276    0.01849                            705
   > server  4         15.59318  0.236    0.01516                            578
   > server  5         15.15650  0.207    0.01367                            521
   > server  6         15.03442  0.163    0.01083                            413
   > server  7         14.82218  0.139    0.00937                            357
   > server  8         15.22561  0.129    0.00845                            322
   > server  9         15.13137  0.118    0.00782                            298
   > server 10         15.59251  0.112    0.00716                            273
   > server 11         15.09763  0.107    0.00708                            270
rSwitch6     fcfs      14.89074  2.633    0.17681    3.18972   18.04004     6740
   > server  0         15.04127  0.505    0.03358                           1280
   > server  1         15.09627  0.406    0.02692                           1026
   > server  2         15.11648  0.332    0.02198                            838
   > server  3         15.13804  0.273    0.01805                            688
   > server  4         14.54064  0.220    0.01516                            578
   > server  5         14.94174  0.188    0.01257                            479
   > server  6         14.89092  0.154    0.01034                            394
   > server  7         14.17661  0.127    0.00897                            342
   > server  8         14.16851  0.117    0.00826                            315
   > server  9         14.52918  0.115    0.00795                            303
   > server 10         15.67061  0.104    0.00661                            252
   > server 11         14.07347  0.090    0.00643                            245
rSwitch7     fcfs      14.90860  2.708    0.18164    3.17156   17.46064     6924
   > server  0         14.98946  0.505    0.03368                           1284
   > server  1         14.91045  0.419    0.02812                           1072
   > server  2         15.20066  0.336    0.02209                            842
   > server  3         14.51665  0.266    0.01834                            699
   > server  4         14.92499  0.230    0.01543                            588
   > server  5         15.10792  0.201    0.01333                            508
   > server  6         14.90653  0.165    0.01110                            423
   > server  7         14.60945  0.139    0.00952                            363
   > server  8         14.14200  0.122    0.00866                            330
   > server  9         15.83469  0.116    0.00732                            279
   > server 10         14.73412  0.110    0.00745                            284
   > server 11         14.76965  0.098    0.00661                            252
rSwitch8     fcfs      15.05014  2.631    0.17482    3.13276   17.91994     6664
   > server  0         15.09981  0.514    0.03405                           1298
   > server  1         15.14945  0.409    0.02697                           1028
   > server  2         15.14365  0.345    0.02277                            868
   > server  3         15.27588  0.266    0.01742                            664
   > server  4         14.50157  0.219    0.01508                            575
   > server  5         15.10281  0.185    0.01222                            466
   > server  6         14.56502  0.148    0.01018                            388
   > server  7         14.80407  0.130    0.00876                            334
   > server  8         14.85941  0.114    0.00766                            292
   > server  9         14.78058  0.105    0.00711                            271
   > server 10         15.69521  0.103    0.00653                            249
   > server 11         15.62057  0.095    0.00606                            231
rSwitch9     fcfs      15.08268  2.559    0.16968    2.93855   17.31840     6468
   > server  0         14.83085  0.515    0.03473                           1324
   > server  1         15.21949  0.418    0.02749                           1048
   > server  2         15.38557  0.342    0.02222                            847
   > server  3         15.54956  0.277    0.01781                            679
   > server  4         14.97786  0.220    0.01469                            560
   > server  5         14.78466  0.168    0.01136                            433
   > server  6         14.54520  0.138    0.00947                            361
   > server  7         15.05588  0.119    0.00790                            301
   > server  8         15.23891  0.102    0.00666                            254
   > server  9         15.32873  0.091    0.00593                            226
   > server 10         14.73262  0.087    0.00590                            225
   > server 11         15.03407  0.083    0.00551                            210
rSwitch10    fcfs      15.06123  2.546    0.16907    2.92779   17.31658     6445
   > server  0         15.10870  0.510    0.03376                           1287
   > server  1         14.80533  0.410    0.02768                           1055
   > server  2         15.34347  0.338    0.02201                            839
   > server  3         15.44508  0.276    0.01789                            682
   > server  4         14.68843  0.224    0.01524                            581
   > server  5         15.20995  0.182    0.01196                            456
   > server  6         14.55544  0.144    0.00989                            377
   > server  7         15.41445  0.117    0.00761                            290
   > server  8         14.97417  0.099    0.00661                            252
   > server  9         14.55906  0.086    0.00593                            226
   > server 10         15.83557  0.082    0.00519                            198
   > server 11         14.71203  0.078    0.00530                            202
rSwitch11    fcfs      15.01491  2.422    0.16128    2.66221   16.50642     6148
   > server  0         14.74366  0.510    0.03458                           1318
   > server  1         15.23835  0.414    0.02718                           1036
   > server  2         14.72671  0.325    0.02206                            841
   > server  3         14.98174  0.261    0.01745                            665
   > server  4         15.35623  0.214    0.01393                            531
   > server  5         15.69946  0.169    0.01078                            411
   > server  6         14.44472  0.128    0.00884                            337
   > server  7         15.16622  0.103    0.00679                            259
   > server  8         14.61121  0.085    0.00580                            221
   > server  9         15.12011  0.075    0.00496                            189
   > server 10         15.88513  0.073    0.00459                            175
   > server 11         15.00215  0.065    0.00433                            165
rSwitch12    fcfs      14.95531  2.492    0.16663    2.83646   17.02202     6352
   > server  0         14.91624  0.523    0.03505                           1336
   > server  1         14.93313  0.415    0.02781                           1060
   > server  2         15.16104  0.340    0.02243                            855
   > server  3         14.59803  0.267    0.01828                            697
   > server  4         14.66260  0.207    0.01414                            539
   > server  5         15.26513  0.173    0.01131                            431
   > server  6         14.72307  0.134    0.00910                            347
   > server  7         14.49915  0.106    0.00732                            279
   > server  8         15.63270  0.098    0.00627                            239
   > server  9         15.10066  0.084    0.00556                            212
   > server 10         15.67031  0.078    0.00498                            190
   > server 11         15.26874  0.067    0.00438                            167
rSwitch13    fcfs      14.88302  2.457    0.16509    2.76994   16.77868     6293
   > server  0         14.56025  0.516    0.03542                           1350
   > server  1         15.44787  0.427    0.02762                           1053
   > server  2         15.21776  0.341    0.02240                            854
   > server  3         14.87881  0.264    0.01776                            677
   > server  4         14.69036  0.211    0.01438                            548
   > server  5         15.23573  0.167    0.01097                            418
   > server  6         15.10864  0.133    0.00879                            335
   > server  7         14.58621  0.100    0.00687                            262
   > server  8         14.28422  0.088    0.00616                            235
   > server  9         14.80249  0.080    0.00538                            205
   > server 10         13.43046  0.066    0.00488                            186
   > server 11         14.56362  0.065    0.00446                            170
rSwitch14    fcfs      15.12991  2.452    0.16207    2.71534   16.75406     6178
   > server  0         15.30506  0.526    0.03439                           1311
   > server  1         15.22626  0.421    0.02768                           1055
   > server  2         15.37999  0.340    0.02211                            843
   > server  3         14.96917  0.264    0.01763                            672
   > server  4         15.48676  0.212    0.01369                            522
   > server  5         15.05071  0.174    0.01157                            441
   > server  6         15.05821  0.128    0.00853                            325
   > server  7         14.21584  0.100    0.00700                            267
   > server  8         16.00560  0.086    0.00538                            205
   > server  9         14.29932  0.074    0.00514                            196
   > server 10         13.38842  0.064    0.00475                            181
   > server 11         15.00750  0.063    0.00420                            160
rSwitch15    fcfs      15.22973  2.463    0.16173    2.72730   16.86334     6165
   > server  0         15.20918  0.519    0.03413                           1301
   > server  1         15.27096  0.427    0.02794                           1065
   > server  2         15.25994  0.334    0.02190                            835
   > server  3         15.44031  0.269    0.01742                            664
   > server  4         15.46392  0.210    0.01359                            518
   > server  5         14.83157  0.168    0.01136                            433
   > server  6         14.64557  0.131    0.00892                            340
   > server  7         15.52232  0.101    0.00651                            248
   > server  8         15.26717  0.089    0.00582                            222
   > server  9         15.38710  0.078    0.00504                            192
   > server 10         15.09559  0.074    0.00493                            188
   > server 11         15.11409  0.063    0.00417                            159
rSwitch16    fcfs      15.16381  2.394    0.15787    2.59466   16.43509     6018
   > server  0         14.89275  0.517    0.03473                           1324
   > server  1         15.45264  0.425    0.02752                           1049
   > server  2         15.48132  0.347    0.02243                            855
   > server  3         15.17047  0.264    0.01739                            663
   > server  4         14.72934  0.207    0.01403                            535
   > server  5         14.73337  0.159    0.01078                            411
   > server  6         15.33312  0.121    0.00790                            301
   > server  7         15.47750  0.095    0.00616                            235
   > server  8         15.47968  0.072    0.00467                            178
   > server  9         14.59172  0.064    0.00441                            168
   > server 10         15.55058  0.064    0.00409                            156
   > server 11         15.47321  0.058    0.00375                            143
rSwitch17    fcfs      15.02950  2.348    0.15619    2.54509   16.29442     5954
   > server  0         14.84656  0.514    0.03463                           1320
   > server  1         15.06540  0.415    0.02757                           1051
   > server  2         14.66651  0.319    0.02177                            830
   > server  3         14.96981  0.256    0.01713                            653
   > server  4         15.57456  0.211    0.01356                            517
   > server  5         15.40533  0.154    0.01002                            382
   > server  6         15.53156  0.123    0.00792                            302
   > server  7         14.96097  0.097    0.00648                            247
   > server  8         14.88831  0.082    0.00548                            209
   > server  9         15.73917  0.065    0.00414                            158
   > server 10         15.18208  0.057    0.00378                            144
   > server 11         14.17401  0.052    0.00370                            141
rSwitch18    fcfs      14.75294  2.340    0.15858    2.56008   16.14364     6045
   > server  0         14.63134  0.517    0.03531                           1346
   > server  1         14.90128  0.421    0.02823                           1076
   > server  2         14.89682  0.338    0.02272                            866
   > server  3         14.27470  0.261    0.01828                            697
   > server  4         15.08960  0.192    0.01275                            486
   > server  5         15.03038  0.147    0.00976                            372
   > server  6         15.29326  0.119    0.00777                            296
   > server  7         13.61761  0.088    0.00648                            247
   > server  8         14.69191  0.076    0.00519                            198
   > server  9         14.92605  0.070    0.00467                            178
   > server 10         15.35637  0.058    0.00380                            145
   > server 11         14.46489  0.052    0.00362                            138
rSwitch19    fcfs      14.98982  2.506    0.16716    2.88938   17.28514     6372
   > server  0         14.90453  0.517    0.03471                           1323
   > server  1         14.89480  0.425    0.02854                           1088
   > server  2         14.97304  0.340    0.02269                            865
   > server  3         15.17623  0.269    0.01771                            675
   > server  4         14.57955  0.204    0.01398                            533
   > server  5         14.61187  0.171    0.01167                            445
   > server  6         15.04529  0.137    0.00913                            348
   > server  7         15.24710  0.110    0.00724                            276
   > server  8         16.24683  0.096    0.00590                            225
   > server  9         14.40794  0.084    0.00582                            222
   > server 10         16.16429  0.075    0.00467                            178
   > server 11         15.18959  0.077    0.00509                            194
rSwitch20    fcfs      14.80632  2.346    0.15848    2.56637   16.19404     6041
   > server  0         14.95114  0.524    0.03502                           1335
   > server  1         14.86531  0.415    0.02794                           1065
   > server  2         14.44255  0.336    0.02330                            888
   > server  3         14.82518  0.268    0.01810                            690
   > server  4         14.21051  0.211    0.01487                            567
   > server  5         14.68923  0.152    0.01036                            395
   > server  6         14.98307  0.118    0.00784                            299
   > server  7         15.15479  0.086    0.00569                            217
   > server  8         15.38154  0.074    0.00480                            183
   > server  9         15.62715  0.060    0.00383                            146
   > server 10         15.22764  0.052    0.00341                            130
   > server 11         15.04091  0.050    0.00331                            126
rSwitch21    fcfs      14.93108  2.347    0.15719    2.53882   16.15121     5992
   > server  0         14.51013  0.528    0.03641                           1388
   > server  1         15.05753  0.424    0.02815                           1073
   > server  2         15.39866  0.341    0.02211                            843
   > server  3         15.42069  0.264    0.01713                            653
   > server  4         14.57194  0.200    0.01372                            523
   > server  5         14.03668  0.154    0.01099                            419
   > server  6         14.21125  0.111    0.00784                            299
   > server  7         15.21103  0.088    0.00580                            221
   > server  8         15.96747  0.070    0.00438                            167
   > server  9         15.72002  0.059    0.00375                            143
   > server 10         15.30377  0.056    0.00365                            139
   > server 11         15.84230  0.052    0.00325                            124
rSwitch22    fcfs      14.80756  2.311    0.15604    2.47901   15.88737     5948
   > server  0         14.72262  0.526    0.03570                           1361
   > server  1         14.82518  0.429    0.02891                           1102
   > server  2         14.82985  0.336    0.02267                            864
   > server  3         14.16226  0.259    0.01831                            698
   > server  4         14.97991  0.196    0.01306                            498
   > server  5         14.94311  0.151    0.01010                            385
   > server  6         14.54197  0.108    0.00740                            282
   > server  7         15.70019  0.089    0.00569                            217
   > server  8         17.19655  0.067    0.00388                            148
   > server  9         14.39688  0.054    0.00375                            143
   > server 10         14.13000  0.048    0.00338                            129
   > server 11         15.32890  0.049    0.00317                            121
rSwitch23    fcfs      14.93443  2.301    0.15407    2.45417   15.92904     5873
   > server  0         14.91827  0.526    0.03523                           1343
   > server  1         14.86788  0.421    0.02833                           1080
   > server  2         14.66036  0.334    0.02280                            869
   > server  3         15.26276  0.257    0.01687                            643
   > server  4         14.71574  0.198    0.01343                            512
   > server  5         15.07553  0.148    0.00979                            373
   > server  6         16.14482  0.117    0.00727                            277
   > server  7         14.09927  0.084    0.00595                            227
   > server  8         16.13563  0.069    0.00425                            162
   > server  9         13.84411  0.056    0.00404                            154
   > server 10         15.59721  0.047    0.00304                            116
   > server 11         14.34207  0.044    0.00307                            117
rSwitch24    fcfs      14.98796  2.300    0.15347    2.43376   15.85863     5850
   > server  0         15.04818  0.531    0.03528                           1345
   > server  1         15.23886  0.437    0.02865                           1092
   > server  2         14.80881  0.333    0.02248                            857
   > server  3         14.84699  0.257    0.01729                            659
   > server  4         15.48111  0.206    0.01333                            508
   > server  5         14.87029  0.142    0.00952                            363
   > server  6         14.32856  0.108    0.00756                            288
   > server  7         15.34253  0.081    0.00530                            202
   > server  8         13.91845  0.061    0.00438                            167
   > server  9         15.17811  0.053    0.00352                            134
   > server 10         14.72156  0.049    0.00331                            126
   > server 11         14.88332  0.043    0.00286                            109
rSwitch25    fcfs      14.93023  2.282    0.15286    2.43636   15.93822     5827
   > server  0         15.26097  0.538    0.03523                           1343
   > server  1         14.97184  0.434    0.02901                           1106
   > server  2         14.94892  0.338    0.02259                            861
   > server  3         15.18435  0.267    0.01758                            670
   > server  4         14.33220  0.195    0.01362                            519
   > server  5         15.04803  0.150    0.00997                            380
   > server  6         14.63787  0.105    0.00719                            274
   > server  7         14.63940  0.075    0.00509                            194
   > server  8         14.61414  0.058    0.00399                            152
   > server  9         14.34492  0.047    0.00328                            125
   > server 10         13.78476  0.039    0.00286                            109
   > server 11         14.62896  0.036    0.00247                             94
rSwitch26    fcfs      14.95104  2.362    0.15798    2.53741   16.06181     6022
   > server  0         14.84326  0.538    0.03625                           1382
   > server  1         15.14578  0.435    0.02870                           1094
   > server  2         15.20338  0.340    0.02238                            853
   > server  3         15.09267  0.268    0.01773                            676
   > server  4         14.47729  0.208    0.01435                            547
   > server  5         14.80436  0.155    0.01044                            398
   > server  6         14.79339  0.114    0.00771                            294
   > server  7         14.80845  0.083    0.00559                            213
   > server  8         15.17435  0.068    0.00449                            171
   > server  9         15.09277  0.057    0.00375                            143
   > server 10         14.83511  0.050    0.00338                            129
   > server 11         14.75163  0.047    0.00320                            122
rSwitch27    fcfs      14.99068  2.290    0.15278    2.47764   16.21668     5824
   > server  0         14.67626  0.528    0.03597                           1371
   > server  1         15.43493  0.437    0.02833                           1080
   > server  2         15.09705  0.339    0.02246                            856
   > server  3         15.03340  0.254    0.01687                            643
   > server  4         15.34369  0.198    0.01291                            492
   > server  5         15.37578  0.153    0.00997                            380
   > server  6         13.83713  0.102    0.00737                            281
   > server  7         15.44340  0.081    0.00525                            200
   > server  8         14.74307  0.061    0.00412                            157
   > server  9         13.96873  0.048    0.00341                            130
   > server 10         15.10102  0.048    0.00315                            120
   > server 11         14.15610  0.042    0.00299                            114
rSwitch28    fcfs      15.06051  2.325    0.15438    2.50099   16.19978     5885
   > server  0         14.89705  0.532    0.03570                           1361
   > server  1         15.31284  0.440    0.02873                           1095
   > server  2         15.10524  0.343    0.02272                            866
   > server  3         15.35527  0.260    0.01692                            645
   > server  4         15.16553  0.203    0.01338                            510
   > server  5         15.38461  0.158    0.01026                            391
   > server  6         14.23668  0.106    0.00748                            285
   > server  7         14.45584  0.080    0.00556                            212
   > server  8         15.01450  0.067    0.00449                            171
   > server  9         15.02462  0.052    0.00349                            133
   > server 10         15.32318  0.045    0.00296                            113
   > server 11         13.92403  0.038    0.00270                            103
rSwitch29    fcfs      15.03545  2.385    0.15863    2.59156   16.33674     6047
   > server  0         15.16206  0.534    0.03521                           1342
   > server  1         14.89205  0.433    0.02907                           1108
   > server  2         15.32119  0.339    0.02214                            844
   > server  3         15.38281  0.264    0.01713                            653
   > server  4         15.06369  0.211    0.01401                            534
   > server  5         15.25940  0.166    0.01089                            415
   > server  6         14.45787  0.117    0.00811                            309
   > server  7         14.76790  0.091    0.00619                            236
   > server  8         14.00500  0.072    0.00512                            195
   > server  9         14.75244  0.057    0.00388                            148
   > server 10         13.95439  0.052    0.00373                            142
   > server 11         15.45628  0.049    0.00317                            121
rSwitch30    fcfs      14.96531  2.297    0.15347    2.43837   15.88869     5850
   > server  0         14.84614  0.541    0.03646                           1390
   > server  1         15.03152  0.439    0.02922                           1114
   > server  2         14.75148  0.332    0.02248                            857
   > server  3         15.24959  0.266    0.01745                            665
   > server  4         14.88438  0.198    0.01330                            507
   > server  5         15.33946  0.141    0.00918                            350
   > server  6         14.65653  0.104    0.00708                            270
   > server  7         14.54278  0.078    0.00535                            204
   > server  8         15.83779  0.061    0.00383                            146
   > server  9         15.33838  0.049    0.00323                            123
   > server 10         15.17785  0.042    0.00278                            106
   > server 11         14.71043  0.046    0.00310                            118
rSwitch31    fcfs      14.89830  2.272    0.15250    2.44372   16.02492     5813
   > server  0         14.62862  0.520    0.03557                           1356
   > server  1         14.94110  0.428    0.02862                           1091
   > server  2         14.84745  0.338    0.02277                            868
   > server  3         14.81574  0.260    0.01755                            669
   > server  4         14.74366  0.198    0.01346                            513
   > server  5         15.81147  0.145    0.00918                            350
   > server  6         15.20844  0.101    0.00661                            252
   > server  7         14.78680  0.077    0.00522                            199
   > server  8         14.82268  0.062    0.00417                            159
   > server  9         15.46480  0.054    0.00349                            133
   > server 10         15.55120  0.046    0.00296                            113
   > server 11         14.76229  0.043    0.00289                            110
rSwitch32    fcfs      15.02616  2.297    0.15286    2.43180   15.90842     5827
   > server  0         14.79606  0.534    0.03607                           1375
   > server  1         15.06585  0.437    0.02901                           1106
   > server  2         15.05508  0.343    0.02280                            869
   > server  3         15.71372  0.270    0.01721                            656
   > server  4         15.12037  0.205    0.01356                            517
   > server  5         14.89070  0.152    0.01018                            388
   > server  6         15.33411  0.104    0.00677                            258
   > server  7         14.79361  0.074    0.00501                            191
   > server  8         13.31345  0.052    0.00391                            149
   > server  9         15.32764  0.047    0.00307                            117
   > server 10         15.09705  0.040    0.00262                            100
   > server 11         14.80821  0.039    0.00265                            101
rSwitch33    fcfs      15.19437  2.264    0.14901    2.38479   16.00466     5680
   > server  0         15.08051  0.539    0.03576                           1363
   > server  1         14.75776  0.429    0.02909                           1109
   > server  2         15.11904  0.344    0.02277                            868
   > server  3         15.54452  0.259    0.01666                            635
   > server  4         15.77596  0.202    0.01280                            488
   > server  5         15.54263  0.150    0.00965                            368
   > server  6         14.73482  0.097    0.00661                            252
   > server  7         16.49331  0.079    0.00477                            182
   > server  8         15.48970  0.053    0.00341                            130
   > server  9         14.72198  0.044    0.00299                            114
   > server 10         14.56591  0.035    0.00239                             91
   > server 11         15.47563  0.032    0.00210                             80
rSwitch34    fcfs      14.94477  2.263    0.15145    2.39561   15.81825     5773
   > server  0         15.07500  0.532    0.03531                           1346
   > server  1         14.72831  0.425    0.02888                           1101
   > server  2         15.13238  0.332    0.02196                            837
   > server  3         14.71972  0.255    0.01731                            660
   > server  4         14.83492  0.201    0.01354                            516
   > server  5         15.14116  0.156    0.01034                            394
   > server  6         14.22564  0.104    0.00735                            280
   > server  7         15.55253  0.079    0.00506                            193
   > server  8         15.27254  0.058    0.00380                            145
   > server  9         15.28611  0.046    0.00302                            115
   > server 10         15.80199  0.040    0.00252                             96
   > server 11         14.37648  0.034    0.00236                             90
rSwitch35    fcfs      15.07018  2.275    0.15095    2.42431   16.06062     5754
   > server  0         14.82075  0.538    0.03628                           1383
   > server  1         15.37693  0.438    0.02846                           1085
   > server  2         15.09498  0.346    0.02295                            875
   > server  3         14.92983  0.268    0.01794                            684
   > server  4         14.64209  0.192    0.01309                            499
   > server  5         14.96550  0.138    0.00923                            352
   > server  6         15.22075  0.101    0.00664                            253
   > server  7         16.11713  0.071    0.00443                            169
   > server  8         15.60604  0.057    0.00365                            139
   > server  9         15.20886  0.046    0.00304                            116
   > server 10         15.42387  0.041    0.00265                            101
   > server 11         15.02491  0.039    0.00257                             98
rSwitch36    fcfs      14.95445  2.244    0.15003    2.36200   15.74361     5719
   > server  0         15.11853  0.542    0.03586                           1367
   > server  1         14.88303  0.428    0.02878                           1097
   > server  2         15.05062  0.333    0.02211                            843
   > server  3         14.47639  0.252    0.01742                            664
   > server  4         15.61134  0.197    0.01259                            480
   > server  5         14.99996  0.144    0.00958                            365
   > server  6         15.58968  0.108    0.00695                            265
   > server  7         14.54386  0.076    0.00522                            199
   > server  8         13.73763  0.053    0.00388                            148
   > server  9         13.35233  0.042    0.00312                            119
   > server 10         15.06895  0.035    0.00233                             89
   > server 11         15.34540  0.033    0.00218                             83
rSwitch37    fcfs      15.09480  2.240    0.14840    2.30822   15.55377     5657
   > server  0         15.17694  0.540    0.03557                           1356
   > server  1         15.13015  0.425    0.02812                           1072
   > server  2         14.91426  0.337    0.02261                            862
   > server  3         15.31133  0.269    0.01758                            670
   > server  4         14.76828  0.203    0.01372                            523
   > server  5         15.49427  0.140    0.00902                            344
   > server  6         15.26469  0.103    0.00674                            257
   > server  7         13.97857  0.071    0.00506                            193
   > server  8         14.90312  0.051    0.00341                            130
   > server  9         15.92148  0.041    0.00260                             99
   > server 10         15.96359  0.031    0.00197                             75
   > server 11         14.36188  0.029    0.00199                             76
rSwitch38    fcfs      15.06513  2.215    0.14701    2.29348   15.60057     5604
   > server  0         14.92701  0.536    0.03589                           1368
   > server  1         14.95861  0.430    0.02878                           1097
   > server  2         15.29165  0.346    0.02264                            863
   > server  3         15.16291  0.268    0.01768                            674
   > server  4         15.18303  0.192    0.01262                            481
   > server  5         14.95747  0.136    0.00910                            347
   > server  6         15.51928  0.100    0.00643                            245
   > server  7         14.93967  0.062    0.00417                            159
   > server  8         14.24963  0.046    0.00323                            123
   > server  9         15.01658  0.039    0.00260                             99
   > server 10         15.00330  0.031    0.00205                             78
   > server 11         15.68893  0.029    0.00184                             70
rSwitch39    fcfs      15.06113  2.289    0.15197    2.43656   16.03315     5793
   > server  0         14.98153  0.545    0.03639                           1387
   > server  1         14.93388  0.435    0.02912                           1110
   > server  2         15.17989  0.348    0.02290                            873
   > server  3         15.38057  0.274    0.01781                            679
   > server  4         14.67625  0.200    0.01364                            520
   > server  5         14.28899  0.139    0.00971                            370
   > server  6         16.14586  0.105    0.00648                            247
   > server  7         14.95932  0.071    0.00472                            180
   > server  8         15.08659  0.053    0.00354                            135
   > server  9         15.59210  0.044    0.00281                            107
   > server 10         16.56937  0.039    0.00236                             90
   > server 11         14.75888  0.037    0.00249                             95
rSwitch40    fcfs      14.89145  2.254    0.15139    2.39849   15.84275     5771
   > server  0         14.93520  0.544    0.03644                           1389
   > server  1         14.74980  0.434    0.02941                           1121
   > server  2         15.19704  0.344    0.02264                            863
   > server  3         14.68882  0.257    0.01747                            666
   > server  4         15.36771  0.194    0.01262                            481
   > server  5         14.19218  0.143    0.01010                            385
   > server  6         14.13241  0.101    0.00714                            272
   > server  7         16.04759  0.079    0.00493                            188
   > server  8         15.00556  0.055    0.00367                            140
   > server  9         15.44159  0.038    0.00247                             94
   > server 10         14.61435  0.035    0.00236                             90
   > server 11         14.35167  0.031    0.00215                             82
rSwitch41    fcfs      15.13889  2.185    0.14431    2.23928   15.51709     5501
   > server  0         15.14945  0.546    0.03602                           1373
   > server  1         15.00067  0.442    0.02949                           1124
   > server  2         15.04233  0.338    0.02248                            857
   > server  3         15.41014  0.270    0.01755                            669
   > server  4         15.58270  0.185    0.01186                            452
   > server  5         15.46403  0.135    0.00874                            333
   > server  6         13.84485  0.083    0.00598                            228
   > server  7         14.95006  0.061    0.00409                            156
   > server  8         15.87890  0.047    0.00299                            114
   > server  9         15.61799  0.033    0.00210                             80
   > server 10         13.61978  0.024    0.00173                             66
   > server 11         15.85964  0.020    0.00129                             49
rSwitch42    fcfs      15.00409  2.212    0.14746    2.29935   15.59326     5621
   > server  0         14.84237  0.535    0.03602                           1373
   > server  1         15.37379  0.434    0.02823                           1076
   > server  2         15.12496  0.340    0.02248                            857
   > server  3         14.55490  0.260    0.01786                            681
   > server  4         14.92536  0.195    0.01309                            499
   > server  5         14.47178  0.137    0.00944                            360
