         C++/CSIM Simulation Report (Version 20.0 for MS Visual C/C++)

                           Tue Jan 12 15:05:31 2016


                     Ending simulation time:     38119.252
                     Elapsed simulation time:    38119.252
                     CPU time used (seconds):     1652.666


FACILITY SUMMARY 

facility     service    service          through-    queue     response   compl
   > server  0          0.64000  0.001    0.00113                             43
   > server  1          0.64000  0.000    0.00052                             20
   > server  2          0.64000  0.000    0.00021                              8
   > server  3          0.64000  0.000    0.00008                              3
cpu261       rnd_rob  300.00000  5.367    0.01789    5.36737  300.00000      682
   > server  0        300.00000  0.874    0.00291                            111
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.811    0.00270                            103
   > server  3        300.00000  0.771    0.00257                             98
   > server  4        300.00000  0.661    0.00220                             84
   > server  5        300.00000  0.582    0.00194                             74
   > server  6        300.00000  0.464    0.00155                             59
   > server  7        300.00000  0.362    0.00121                             46
mem261       fcfs       0.00300  0.000    0.00365    0.00002    0.00514      139
disk261      fcfs       0.64000  0.002    0.00333    0.00213    0.64000      127
   > server  0          0.64000  0.001    0.00207                             79
   > server  1          0.64000  0.001    0.00087                             33
   > server  2          0.64000  0.000    0.00034                             13
   > server  3          0.64000  0.000    0.00005                              2
cpu262       rnd_rob  300.00000  5.210    0.01737    5.20997  300.00000      662
   > server  0        300.00000  0.866    0.00289                            110
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.826    0.00275                            105
   > server  3        300.00000  0.771    0.00257                             98
   > server  4        300.00000  0.637    0.00212                             81
   > server  5        300.00000  0.527    0.00176                             67
   > server  6        300.00000  0.417    0.00139                             53
   > server  7        300.00000  0.323    0.00108                             41
mem262       fcfs       0.00300  0.000    0.00278    0.00001    0.00436      106
disk262      fcfs       0.64000  0.002    0.00244    0.00156    0.64000       93
   > server  0          0.64000  0.001    0.00155                             59
   > server  1          0.64000  0.000    0.00055                             21
   > server  2          0.64000  0.000    0.00024                              9
   > server  3          0.64000  0.000    0.00010                              4
cpu263       rnd_rob  300.00000  5.249    0.01750    5.24932  300.00000      667
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.826    0.00275                            105
   > server  2        300.00000  0.811    0.00270                            103
   > server  3        300.00000  0.779    0.00260                             99
   > server  4        300.00000  0.645    0.00215                             82
   > server  5        300.00000  0.527    0.00176                             67
   > server  6        300.00000  0.441    0.00147                             56
   > server  7        300.00000  0.362    0.00121                             46
mem263       fcfs       0.00300  0.000    0.00317    0.00002    0.00560      121
disk263      fcfs       0.64000  0.002    0.00260    0.00168    0.64646       99
   > server  0          0.64000  0.001    0.00165                             63
   > server  1          0.64000  0.000    0.00063                             24
   > server  2          0.64000  0.000    0.00024                              9
   > server  3          0.64000  0.000    0.00008                              3
cpu264       rnd_rob  300.00000  5.249    0.01750    5.24932  300.00000      667
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.834    0.00278                            106
   > server  2        300.00000  0.787    0.00262                            100
   > server  3        300.00000  0.748    0.00249                             95
   > server  4        300.00000  0.653    0.00218                             83
   > server  5        300.00000  0.575    0.00192                             73
   > server  6        300.00000  0.456    0.00152                             58
   > server  7        300.00000  0.338    0.00113                             43
mem264       fcfs       0.00300  0.000    0.00270    0.00001    0.00457      103
disk264      fcfs       0.64000  0.002    0.00289    0.00190    0.65745      110
   > server  0          0.64000  0.001    0.00181                             69
   > server  1          0.64000  0.000    0.00071                             27
   > server  2          0.64000  0.000    0.00029                             11
   > server  3          0.64000  0.000    0.00008                              3
cpu265       rnd_rob  300.00000  5.265    0.01755    5.26506  300.00000      669
   > server  0        300.00000  0.874    0.00291                            111
   > server  1        300.00000  0.834    0.00278                            106
   > server  2        300.00000  0.803    0.00268                            102
   > server  3        300.00000  0.756    0.00252                             96
   > server  4        300.00000  0.669    0.00223                             85
   > server  5        300.00000  0.567    0.00189                             72
   > server  6        300.00000  0.433    0.00144                             55
   > server  7        300.00000  0.331    0.00110                             42
mem265       fcfs       0.00300  0.000    0.00220    0.00001    0.00421       84
disk265      fcfs       0.64000  0.002    0.00315    0.00212    0.67200      120
   > server  0          0.64000  0.001    0.00178                             68
   > server  1          0.64000  0.001    0.00081                             31
   > server  2          0.64000  0.000    0.00037                             14
   > server  3          0.64000  0.000    0.00018                              7
cpu266       rnd_rob  300.00000  5.202    0.01734    5.20210  300.00000      661
   > server  0        300.00000  0.850    0.00283                            108
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.803    0.00268                            102
   > server  3        300.00000  0.763    0.00254                             97
   > server  4        300.00000  0.653    0.00218                             83
   > server  5        300.00000  0.496    0.00165                             63
   > server  6        300.00000  0.433    0.00144                             55
   > server  7        300.00000  0.362    0.00121                             46
mem266       fcfs       0.00300  0.000    0.00283    0.00001    0.00456      108
disk266      fcfs       0.64000  0.002    0.00289    0.00185    0.64000      110
   > server  0          0.64000  0.001    0.00197                             75
   > server  1          0.64000  0.000    0.00066                             25
   > server  2          0.64000  0.000    0.00024                              9
   > server  3          0.64000  0.000    0.00003                              1
cpu267       rnd_rob  300.00000  5.249    0.01750    5.24932  300.00000      667
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.826    0.00275                            105
   > server  3        300.00000  0.779    0.00260                             99
   > server  4        300.00000  0.630    0.00210                             80
   > server  5        300.00000  0.559    0.00186                             71
   > server  6        300.00000  0.472    0.00157                             60
   > server  7        300.00000  0.283    0.00094                             36
mem267       fcfs       0.00300  0.000    0.00278    0.00001    0.00461      106
disk267      fcfs       0.64000  0.001    0.00218    0.00141    0.64771       83
   > server  0          0.64000  0.001    0.00131                             50
   > server  1          0.64000  0.000    0.00052                             20
   > server  2          0.64000  0.000    0.00026                             10
   > server  3          0.64000  0.000    0.00008                              3
cpu268       rnd_rob  300.00000  5.257    0.01752    5.25719  300.00000      668
   > server  0        300.00000  0.866    0.00289                            110
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.811    0.00270                            103
   > server  3        300.00000  0.748    0.00249                             95
   > server  4        300.00000  0.653    0.00218                             83
   > server  5        300.00000  0.559    0.00186                             71
   > server  6        300.00000  0.441    0.00147                             56
   > server  7        300.00000  0.338    0.00113                             43
mem268       fcfs       0.00300  0.000    0.00231    0.00001    0.00467       88
disk268      fcfs       0.64000  0.001    0.00202    0.00129    0.64000       77
   > server  0          0.64000  0.001    0.00147                             56
   > server  1          0.64000  0.000    0.00042                             16
   > server  2          0.64000  0.000    0.00013                              5
cpu269       rnd_rob  300.00000  5.226    0.01742    5.22571  300.00000      664
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.818    0.00273                            104
   > server  3        300.00000  0.763    0.00254                             97
   > server  4        300.00000  0.661    0.00220                             84
   > server  5        300.00000  0.551    0.00184                             70
   > server  6        300.00000  0.433    0.00144                             55
   > server  7        300.00000  0.299    0.00100                             38
mem269       fcfs       0.00300  0.000    0.00228    0.00001    0.00445       87
disk269      fcfs       0.64000  0.001    0.00212    0.00136    0.64000       81
   > server  0          0.64000  0.001    0.00147                             56
   > server  1          0.64000  0.000    0.00050                             19
   > server  2          0.64000  0.000    0.00013                              5
   > server  3          0.64000  0.000    0.00003                              1
cpu270       rnd_rob  300.00000  5.257    0.01752    5.25719  300.00000      668
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.834    0.00278                            106
   > server  2        300.00000  0.803    0.00268                            102
   > server  3        300.00000  0.779    0.00260                             99
   > server  4        300.00000  0.630    0.00210                             80
   > server  5        300.00000  0.535    0.00178                             68
   > server  6        300.00000  0.464    0.00155                             59
   > server  7        300.00000  0.354    0.00118                             45
mem270       fcfs       0.00300  0.000    0.00212    0.00001    0.00459       81
disk270      fcfs       0.64000  0.002    0.00310    0.00205    0.66169      118
   > server  0          0.64000  0.001    0.00173                             66
   > server  1          0.64000  0.001    0.00079                             30
   > server  2          0.64000  0.000    0.00039                             15
   > server  3          0.64000  0.000    0.00018                              7
cpu271       rnd_rob  300.00000  5.304    0.01768    5.30441  300.00000      674
   > server  0        300.00000  0.874    0.00291                            111
   > server  1        300.00000  0.866    0.00289                            110
   > server  2        300.00000  0.826    0.00275                            105
   > server  3        300.00000  0.756    0.00252                             96
   > server  4        300.00000  0.653    0.00218                             83
   > server  5        300.00000  0.559    0.00186                             71
   > server  6        300.00000  0.464    0.00155                             59
   > server  7        300.00000  0.307    0.00102                             39
mem271       fcfs       0.00300  0.000    0.00212    0.00001    0.00426       81
disk271      fcfs       0.64000  0.001    0.00205    0.00131    0.64000       78
   > server  0          0.64000  0.001    0.00147                             56
   > server  1          0.64000  0.000    0.00039                             15
   > server  2          0.64000  0.000    0.00013                              5
   > server  3          0.64000  0.000    0.00005                              2
cpu272       rnd_rob  300.00000  5.304    0.01768    5.30441  300.00000      674
   > server  0        300.00000  0.850    0.00283                            108
   > server  1        300.00000  0.826    0.00275                            105
   > server  2        300.00000  0.803    0.00268                            102
   > server  3        300.00000  0.748    0.00249                             95
   > server  4        300.00000  0.677    0.00226                             86
   > server  5        300.00000  0.559    0.00186                             71
   > server  6        300.00000  0.488    0.00163                             62
   > server  7        300.00000  0.354    0.00118                             45
mem272       fcfs       0.00300  0.000    0.00386    0.00002    0.00459      147
disk272      fcfs       0.64000  0.002    0.00307    0.00201    0.65641      117
   > server  0          0.64000  0.001    0.00197                             75
   > server  1          0.64000  0.000    0.00071                             27
   > server  2          0.64000  0.000    0.00026                             10
   > server  3          0.64000  0.000    0.00013                              5
cpu273       rnd_rob  300.00000  5.336    0.01779    5.33589  300.00000      678
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.834    0.00278                            106
   > server  2        300.00000  0.795    0.00265                            101
   > server  3        300.00000  0.756    0.00252                             96
   > server  4        300.00000  0.661    0.00220                             84
   > server  5        300.00000  0.575    0.00192                             73
   > server  6        300.00000  0.480    0.00160                             61
   > server  7        300.00000  0.378    0.00126                             48
mem273       fcfs       0.00300  0.000    0.00336    0.00001    0.00443      128
disk273      fcfs       0.64000  0.002    0.00252    0.00166    0.66000       96
   > server  0          0.64000  0.001    0.00163                             62
   > server  1          0.64000  0.000    0.00055                             21
   > server  2          0.64000  0.000    0.00026                             10
   > server  3          0.64000  0.000    0.00008                              3
cpu274       rnd_rob  300.00000  5.234    0.01745    5.23358  300.00000      665
   > server  0        300.00000  0.866    0.00289                            110
   > server  1        300.00000  0.834    0.00278                            106
   > server  2        300.00000  0.787    0.00262                            100
   > server  3        300.00000  0.748    0.00249                             95
   > server  4        300.00000  0.622    0.00207                             79
   > server  5        300.00000  0.559    0.00186                             71
   > server  6        300.00000  0.472    0.00157                             60
   > server  7        300.00000  0.346    0.00115                             44
mem274       fcfs       0.00300  0.000    0.00373    0.00002    0.00471      142
disk274      fcfs       0.64000  0.001    0.00212    0.00136    0.64000       81
   > server  0          0.64000  0.001    0.00157                             60
   > server  1          0.64000  0.000    0.00037                             14
   > server  2          0.64000  0.000    0.00013                              5
   > server  3          0.64000  0.000    0.00005                              2
cpu275       rnd_rob  300.00000  5.281    0.01760    5.28080  300.00000      671
   > server  0        300.00000  0.850    0.00283                            108
   > server  1        300.00000  0.826    0.00275                            105
   > server  2        300.00000  0.811    0.00270                            103
   > server  3        300.00000  0.740    0.00247                             94
   > server  4        300.00000  0.637    0.00212                             81
   > server  5        300.00000  0.567    0.00189                             72
   > server  6        300.00000  0.496    0.00165                             63
   > server  7        300.00000  0.354    0.00118                             45
mem275       fcfs       0.00300  0.000    0.00422    0.00002    0.00490      161
disk275      fcfs       0.64000  0.002    0.00273    0.00178    0.65231      104
   > server  0          0.64000  0.001    0.00178                             68
   > server  1          0.64000  0.000    0.00071                             27
   > server  2          0.64000  0.000    0.00021                              8
   > server  3          0.64000  0.000    0.00003                              1
cpu276       rnd_rob  300.00000  5.312    0.01771    5.31228  300.00000      675
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.834    0.00278                            106
   > server  2        300.00000  0.818    0.00273                            104
   > server  3        300.00000  0.740    0.00247                             94
   > server  4        300.00000  0.661    0.00220                             84
   > server  5        300.00000  0.567    0.00189                             72
   > server  6        300.00000  0.480    0.00160                             61
   > server  7        300.00000  0.354    0.00118                             45
mem276       fcfs       0.00300  0.000    0.00302    0.00001    0.00470      115
disk276      fcfs       0.64000  0.002    0.00241    0.00156    0.64696       92
   > server  0          0.64000  0.001    0.00165                             63
   > server  1          0.64000  0.000    0.00055                             21
   > server  2          0.64000  0.000    0.00016                              6
   > server  3          0.64000  0.000    0.00005                              2
cpu277       rnd_rob  300.00000  5.359    0.01786    5.35950  300.00000      681
   > server  0        300.00000  0.850    0.00283                            108
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.818    0.00273                            104
   > server  3        300.00000  0.771    0.00257                             98
   > server  4        300.00000  0.653    0.00218                             83
   > server  5        300.00000  0.575    0.00192                             73
   > server  6        300.00000  0.480    0.00160                             61
   > server  7        300.00000  0.370    0.00123                             47
mem277       fcfs       0.00300  0.000    0.00352    0.00002    0.00488      134
disk277      fcfs       0.64000  0.001    0.00202    0.00129    0.64000       77
   > server  0          0.64000  0.001    0.00147                             56
   > server  1          0.64000  0.000    0.00045                             17
   > server  2          0.64000  0.000    0.00010                              4
cpu278       rnd_rob  300.00000  5.273    0.01758    5.27293  300.00000      670
   > server  0        300.00000  0.866    0.00289                            110
   > server  1        300.00000  0.850    0.00283                            108
   > server  2        300.00000  0.818    0.00273                            104
   > server  3        300.00000  0.779    0.00260                             99
   > server  4        300.00000  0.661    0.00220                             84
   > server  5        300.00000  0.535    0.00178                             68
   > server  6        300.00000  0.441    0.00147                             56
   > server  7        300.00000  0.323    0.00108                             41
mem278       fcfs       0.00300  0.000    0.00328    0.00002    0.00478      125
disk278      fcfs       0.64000  0.001    0.00184    0.00118    0.64000       70
   > server  0          0.64000  0.001    0.00129                             49
   > server  1          0.64000  0.000    0.00039                             15
   > server  2          0.64000  0.000    0.00013                              5
   > server  3          0.64000  0.000    0.00003                              1
cpu279       rnd_rob  300.00000  5.320    0.01773    5.32015  300.00000      676
   > server  0        300.00000  0.834    0.00278                            106
   > server  1        300.00000  0.826    0.00275                            105
   > server  2        300.00000  0.803    0.00268                            102
   > server  3        300.00000  0.748    0.00249                             95
   > server  4        300.00000  0.661    0.00220                             84
   > server  5        300.00000  0.582    0.00194                             74
   > server  6        300.00000  0.496    0.00165                             63
   > server  7        300.00000  0.370    0.00123                             47
mem279       fcfs       0.00300  0.000    0.00338    0.00001    0.00433      129
disk279      fcfs       0.64000  0.002    0.00254    0.00166    0.65320       97
   > server  0          0.64000  0.001    0.00181                             69
   > server  1          0.64000  0.000    0.00047                             18
   > server  2          0.64000  0.000    0.00018                              7
   > server  3          0.64000  0.000    0.00008                              3
cpu280       rnd_rob  300.00000  5.304    0.01768    5.30441  300.00000      674
   > server  0        300.00000  0.850    0.00283                            108
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.818    0.00273                            104
   > server  3        300.00000  0.756    0.00252                             96
   > server  4        300.00000  0.661    0.00220                             84
   > server  5        300.00000  0.559    0.00186                             71
   > server  6        300.00000  0.480    0.00160                             61
   > server  7        300.00000  0.338    0.00113                             43
mem280       fcfs       0.00300  0.000    0.00325    0.00002    0.00518      124
disk280      fcfs       0.64000  0.002    0.00333    0.00213    0.64000      127
   > server  0          0.64000  0.001    0.00199                             76
   > server  1          0.64000  0.001    0.00081                             31
   > server  2          0.64000  0.000    0.00039                             15
   > server  3          0.64000  0.000    0.00013                              5
cpu281       rnd_rob  300.00000  5.289    0.01763    5.28867  300.00000      672
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.858    0.00286                            109
   > server  2        300.00000  0.803    0.00268                            102
   > server  3        300.00000  0.763    0.00254                             97
   > server  4        300.00000  0.661    0.00220                             84
   > server  5        300.00000  0.527    0.00176                             67
   > server  6        300.00000  0.472    0.00157                             60
   > server  7        300.00000  0.346    0.00115                             44
mem281       fcfs       0.00300  0.000    0.00317    0.00002    0.00476      121
disk281      fcfs       0.64000  0.002    0.00323    0.00208    0.64520      123
   > server  0          0.64000  0.001    0.00199                             76
   > server  1          0.64000  0.000    0.00076                             29
   > server  2          0.64000  0.000    0.00029                             11
   > server  3          0.64000  0.000    0.00018                              7
cpu282       rnd_rob  300.00000  5.265    0.01755    5.26506  300.00000      669
   > server  0        300.00000  0.874    0.00291                            111
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.803    0.00268                            102
   > server  3        300.00000  0.732    0.00244                             93
   > server  4        300.00000  0.637    0.00212                             81
   > server  5        300.00000  0.527    0.00176                             67
   > server  6        300.00000  0.464    0.00155                             59
   > server  7        300.00000  0.386    0.00129                             49
mem282       fcfs       0.00300  0.000    0.00357    0.00002    0.00514      136
disk282      fcfs       0.64000  0.002    0.00338    0.00222    0.65488      129
   > server  0          0.64000  0.001    0.00178                             68
   > server  1          0.64000  0.001    0.00092                             35
   > server  2          0.64000  0.000    0.00047                             18
   > server  3          0.64000  0.000    0.00021                              8
cpu283       rnd_rob  300.00000  5.312    0.01771    5.31228  300.00000      675
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.834    0.00278                            106
   > server  2        300.00000  0.818    0.00273                            104
   > server  3        300.00000  0.763    0.00254                             97
   > server  4        300.00000  0.645    0.00215                             82
   > server  5        300.00000  0.567    0.00189                             72
   > server  6        300.00000  0.488    0.00163                             62
   > server  7        300.00000  0.338    0.00113                             43
mem283       fcfs       0.00300  0.000    0.00210    0.00001    0.00416       80
disk283      fcfs       0.64000  0.001    0.00178    0.00118    0.65882       68
   > server  0          0.64000  0.001    0.00102                             39
   > server  1          0.64000  0.000    0.00052                             20
   > server  2          0.64000  0.000    0.00018                              7
   > server  3          0.64000  0.000    0.00005                              2
cpu284       rnd_rob  300.00000  5.344    0.01781    5.34376  300.00000      679
   > server  0        300.00000  0.881    0.00294                            112
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.803    0.00268                            102
   > server  3        300.00000  0.748    0.00249                             95
   > server  4        300.00000  0.661    0.00220                             84
   > server  5        300.00000  0.598    0.00199                             76
   > server  6        300.00000  0.456    0.00152                             58
   > server  7        300.00000  0.354    0.00118                             45
mem284       fcfs       0.00300  0.000    0.00231    0.00001    0.00430       88
disk284      fcfs       0.64000  0.001    0.00220    0.00141    0.64000       84
   > server  0          0.64000  0.001    0.00139                             53
   > server  1          0.64000  0.000    0.00060                             23
   > server  2          0.64000  0.000    0.00021                              8
cpu285       rnd_rob  300.00000  5.399    0.01800    5.39885  300.00000      686
   > server  0        300.00000  0.874    0.00291                            111
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.818    0.00273                            104
   > server  3        300.00000  0.787    0.00262                            100
   > server  4        300.00000  0.669    0.00223                             85
   > server  5        300.00000  0.582    0.00194                             74
   > server  6        300.00000  0.456    0.00152                             58
   > server  7        300.00000  0.370    0.00123                             47
mem285       fcfs       0.00300  0.000    0.00281    0.00001    0.00479      107
disk285      fcfs       0.64000  0.002    0.00270    0.00188    0.69592      103
   > server  0          0.64000  0.001    0.00150                             57
   > server  1          0.64000  0.000    0.00076                             29
   > server  2          0.64000  0.000    0.00029                             11
   > server  3          0.64000  0.000    0.00016                              6
cpu286       rnd_rob  300.00000  5.304    0.01768    5.30441  300.00000      674
   > server  0        300.00000  0.874    0.00291                            111
   > server  1        300.00000  0.834    0.00278                            106
   > server  2        300.00000  0.811    0.00270                            103
   > server  3        300.00000  0.787    0.00262                            100
   > server  4        300.00000  0.653    0.00218                             83
   > server  5        300.00000  0.551    0.00184                             70
   > server  6        300.00000  0.433    0.00144                             55
   > server  7        300.00000  0.362    0.00121                             46
mem286       fcfs       0.00300  0.000    0.00273    0.00001    0.00490      104
disk286      fcfs       0.64000  0.001    0.00210    0.00136    0.64800       80
   > server  0          0.64000  0.001    0.00144                             55
   > server  1          0.64000  0.000    0.00050                             19
   > server  2          0.64000  0.000    0.00013                              5
   > server  3          0.64000  0.000    0.00003                              1
cpu287       rnd_rob  300.00000  5.375    0.01792    5.37524  300.00000      683
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.850    0.00283                            108
   > server  2        300.00000  0.811    0.00270                            103
   > server  3        300.00000  0.756    0.00252                             96
   > server  4        300.00000  0.685    0.00228                             87
   > server  5        300.00000  0.567    0.00189                             72
   > server  6        300.00000  0.472    0.00157                             60
   > server  7        300.00000  0.378    0.00126                             48
mem287       fcfs       0.00300  0.000    0.00310    0.00002    0.00508      118
disk287      fcfs       0.64000  0.002    0.00241    0.00156    0.64696       92
   > server  0          0.64000  0.001    0.00142                             54
   > server  1          0.64000  0.000    0.00066                             25
   > server  2          0.64000  0.000    0.00031                             12
   > server  3          0.64000  0.000    0.00003                              1
cpu288       rnd_rob  300.00000  5.336    0.01779    5.33589  300.00000      678
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.811    0.00270                            103
   > server  3        300.00000  0.771    0.00257                             98
   > server  4        300.00000  0.661    0.00220                             84
   > server  5        300.00000  0.551    0.00184                             70
   > server  6        300.00000  0.480    0.00160                             61
   > server  7        300.00000  0.362    0.00121                             46
mem288       fcfs       0.00300  0.000    0.00354    0.00002    0.00569      135
disk288      fcfs       0.64000  0.002    0.00268    0.00190    0.70902      102
   > server  0          0.64000  0.001    0.00160                             61
   > server  1          0.64000  0.000    0.00073                             28
   > server  2          0.64000  0.000    0.00021                              8
   > server  3          0.64000  0.000    0.00013                              5
cpu289       rnd_rob  300.00000  5.328    0.01776    5.32802  300.00000      677
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.850    0.00283                            108
   > server  2        300.00000  0.811    0.00270                            103
   > server  3        300.00000  0.763    0.00254                             97
   > server  4        300.00000  0.637    0.00212                             81
   > server  5        300.00000  0.559    0.00186                             71
   > server  6        300.00000  0.464    0.00155                             59
   > server  7        300.00000  0.386    0.00129                             49
mem289       fcfs       0.00300  0.000    0.00336    0.00002    0.00466      128
disk289      fcfs       0.64000  0.001    0.00205    0.00133    0.64821       78
   > server  0          0.64000  0.001    0.00136                             52
   > server  1          0.64000  0.000    0.00047                             18
   > server  2          0.64000  0.000    0.00018                              7
   > server  3          0.64000  0.000    0.00003                              1
cpu290       rnd_rob  300.00000  5.297    0.01766    5.29654  300.00000      673
   > server  0        300.00000  0.874    0.00291                            111
   > server  1        300.00000  0.834    0.00278                            106
   > server  2        300.00000  0.826    0.00275                            105
   > server  3        300.00000  0.771    0.00257                             98
   > server  4        300.00000  0.637    0.00212                             81
   > server  5        300.00000  0.567    0.00189                             72
   > server  6        300.00000  0.464    0.00155                             59
   > server  7        300.00000  0.323    0.00108                             41
mem290       fcfs       0.00300  0.000    0.00331    0.00002    0.00521      126
disk290      fcfs       0.64000  0.001    0.00202    0.00133    0.65662       77
   > server  0          0.64000  0.001    0.00129                             49
   > server  1          0.64000  0.000    0.00050                             19
   > server  2          0.64000  0.000    0.00018                              7
   > server  3          0.64000  0.000    0.00005                              2
cpu291       rnd_rob  300.00000  5.265    0.01755    5.26506  300.00000      669
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.811    0.00270                            103
   > server  3        300.00000  0.756    0.00252                             96
   > server  4        300.00000  0.637    0.00212                             81
   > server  5        300.00000  0.543    0.00181                             69
   > server  6        300.00000  0.472    0.00157                             60
   > server  7        300.00000  0.346    0.00115                             44
mem291       fcfs       0.00300  0.000    0.00344    0.00002    0.00490      131
disk291      fcfs       0.64000  0.002    0.00257    0.00165    0.64000       98
   > server  0          0.64000  0.001    0.00163                             62
   > server  1          0.64000  0.000    0.00068                             26
   > server  2          0.64000  0.000    0.00024                              9
   > server  3          0.64000  0.000    0.00003                              1
cpu292       rnd_rob  300.00000  5.328    0.01776    5.32802  300.00000      677
   > server  0        300.00000  0.881    0.00294                            112
   > server  1        300.00000  0.850    0.00283                            108
   > server  2        300.00000  0.834    0.00278                            106
   > server  3        300.00000  0.771    0.00257                             98
   > server  4        300.00000  0.693    0.00231                             88
   > server  5        300.00000  0.551    0.00184                             70
   > server  6        300.00000  0.441    0.00147                             56
   > server  7        300.00000  0.307    0.00102                             39
mem292       fcfs       0.00300  0.000    0.00302    0.00001    0.00423      115
disk292      fcfs       0.64000  0.002    0.00270    0.00173    0.64000      103
   > server  0          0.64000  0.001    0.00171                             65
   > server  1          0.64000  0.000    0.00071                             27
   > server  2          0.64000  0.000    0.00021                              8
   > server  3          0.64000  0.000    0.00008                              3
cpu293       rnd_rob  300.00000  5.312    0.01771    5.31228  300.00000      675
   > server  0        300.00000  0.866    0.00289                            110
   > server  1        300.00000  0.858    0.00286                            109
   > server  2        300.00000  0.826    0.00275                            105
   > server  3        300.00000  0.779    0.00260                             99
   > server  4        300.00000  0.653    0.00218                             83
   > server  5        300.00000  0.575    0.00192                             73
   > server  6        300.00000  0.441    0.00147                             56
   > server  7        300.00000  0.315    0.00105                             40
mem293       fcfs       0.00300  0.000    0.00244    0.00001    0.00423       93
disk293      fcfs       0.64000  0.001    0.00178    0.00116    0.64941       68
   > server  0          0.64000  0.001    0.00105                             40
   > server  1          0.64000  0.000    0.00045                             17
   > server  2          0.64000  0.000    0.00021                              8
   > server  3          0.64000  0.000    0.00008                              3
cpu294       rnd_rob  300.00000  5.297    0.01766    5.29654  300.00000      673
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.826    0.00275                            105
   > server  2        300.00000  0.787    0.00262                            100
   > server  3        300.00000  0.763    0.00254                             97
   > server  4        300.00000  0.669    0.00223                             85
   > server  5        300.00000  0.567    0.00189                             72
   > server  6        300.00000  0.480    0.00160                             61
   > server  7        300.00000  0.346    0.00115                             44
mem294       fcfs       0.00300  0.000    0.00270    0.00001    0.00446      103
disk294      fcfs       0.64000  0.001    0.00194    0.00128    0.65730       74
   > server  0          0.64000  0.001    0.00126                             48
   > server  1          0.64000  0.000    0.00047                             18
   > server  2          0.64000  0.000    0.00013                              5
   > server  3          0.64000  0.000    0.00008                              3
cpu295       rnd_rob  300.00000  5.202    0.01734    5.20210  300.00000      661
   > server  0        300.00000  0.858    0.00286                            109
   > server  1        300.00000  0.834    0.00278                            106
   > server  2        300.00000  0.795    0.00265                            101
   > server  3        300.00000  0.740    0.00247                             94
   > server  4        300.00000  0.630    0.00210                             80
   > server  5        300.00000  0.559    0.00186                             71
   > server  6        300.00000  0.433    0.00144                             55
   > server  7        300.00000  0.354    0.00118                             45
mem295       fcfs       0.00300  0.000    0.00291    0.00001    0.00505      111
disk295      fcfs       0.64000  0.001    0.00228    0.00146    0.64000       87
   > server  0          0.64000  0.001    0.00147                             56
   > server  1          0.64000  0.000    0.00063                             24
   > server  2          0.64000  0.000    0.00016                              6
   > server  3          0.64000  0.000    0.00003                              1
cpu296       rnd_rob  300.00000  5.304    0.01768    5.30441  300.00000      674
   > server  0        300.00000  0.874    0.00291                            111
   > server  1        300.00000  0.842    0.00281                            107
   > server  2        300.00000  0.811    0.00270                            103
   > server  3        300.00000  0.771    0.00257                             98
   > server  4        300.00000  0.645    0.00215                             82
   > server  5        300.00000  0.575    0.00192                             73
   > server  6        300.00000  0.441    0.00147                             56
   > server  7        300.00000  0.346    0.00115                             44
mem296       fcfs       0.00300  0.000    0.00186    0.00001    0.00423       71
disk296      fcfs       0.64000  0.001    0.00144    0.00092    0.64000       55
   > server  0          0.64000  0.001    0.00108                             41
   > server  1          0.64000  0.000    0.00029                             11
   > server  2          0.64000  0.000    0.00008                              3
cpu297       rnd_rob  300.00000  5.289    0.01763    5.28867  300.00000      672
