         C++/CSIM Simulation Report (Version 20.0 for MS Visual C/C++)

                           Fri Mar  4 12:21:46 2016


                     Ending simulation time:     41701.362
                     Elapsed simulation time:    41701.362
                     CPU time used (seconds):     2271.898


FACILITY SUMMARY 

facility     service    service          through-    queue     response   compl
   > server  0        300.00000  0.784    0.00261                            109
   > server  1        300.00000  0.705    0.00235                             98
   > server  2        300.00000  0.647    0.00216                             90
   > server  3        300.00000  0.604    0.00201                             84
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.525    0.00175                             73
   > server  6        300.00000  0.496    0.00165                             69
   > server  7        300.00000  0.439    0.00146                             61
mem260       fcfs       0.00300  0.000    0.00415    0.00001    0.00336      173
disk260      fcfs       0.64000  0.001    0.00156    0.00100    0.64000       65
   > server  0          0.64000  0.001    0.00137                             57
   > server  1          0.64000  0.000    0.00012                              5
   > server  2          0.64000  0.000    0.00005                              2
   > server  3          0.64000  0.000    0.00002                              1
cpu261       rnd_rob  300.00000  4.849    0.01616    4.84876  300.00000      674
   > server  0        300.00000  0.763    0.00254                            106
   > server  1        300.00000  0.712    0.00237                             99
   > server  2        300.00000  0.676    0.00225                             94
   > server  3        300.00000  0.640    0.00213                             89
   > server  4        300.00000  0.561    0.00187                             78
   > server  5        300.00000  0.540    0.00180                             75
   > server  6        300.00000  0.504    0.00168                             70
   > server  7        300.00000  0.453    0.00151                             63
mem261       fcfs       0.00300  0.000    0.00578    0.00002    0.00368      241
disk261      fcfs       0.64000  0.002    0.00264    0.00169    0.64000      110
   > server  0          0.64000  0.002    0.00249                            104
   > server  1          0.64000  0.000    0.00012                              5
   > server  2          0.64000  0.000    0.00002                              1
cpu262       rnd_rob  300.00000  4.719    0.01573    4.71927  300.00000      656
   > server  0        300.00000  0.763    0.00254                            106
   > server  1        300.00000  0.698    0.00233                             97
   > server  2        300.00000  0.626    0.00209                             87
   > server  3        300.00000  0.604    0.00201                             84
   > server  4        300.00000  0.568    0.00189                             79
   > server  5        300.00000  0.525    0.00175                             73
   > server  6        300.00000  0.482    0.00161                             67
   > server  7        300.00000  0.453    0.00151                             63
mem262       fcfs       0.00300  0.000    0.00439    0.00002    0.00405      183
disk262      fcfs       0.64000  0.001    0.00209    0.00134    0.64000       87
   > server  0          0.64000  0.001    0.00192                             80
   > server  1          0.64000  0.000    0.00014                              6
   > server  2          0.64000  0.000    0.00002                              1
cpu263       rnd_rob  300.00000  4.676    0.01559    4.67611  300.00000      650
   > server  0        300.00000  0.748    0.00249                            104
   > server  1        300.00000  0.683    0.00228                             95
   > server  2        300.00000  0.640    0.00213                             89
   > server  3        300.00000  0.626    0.00209                             87
   > server  4        300.00000  0.590    0.00197                             82
   > server  5        300.00000  0.511    0.00170                             71
   > server  6        300.00000  0.460    0.00153                             64
   > server  7        300.00000  0.417    0.00139                             58
mem263       fcfs       0.00300  0.000    0.00472    0.00002    0.00365      197
disk263      fcfs       0.64000  0.001    0.00185    0.00118    0.64000       77
   > server  0          0.64000  0.001    0.00153                             64
   > server  1          0.64000  0.000    0.00019                              8
   > server  2          0.64000  0.000    0.00010                              4
   > server  3          0.64000  0.000    0.00002                              1
cpu264       rnd_rob  300.00000  4.820    0.01607    4.81999  300.00000      670
   > server  0        300.00000  0.748    0.00249                            104
   > server  1        300.00000  0.712    0.00237                             99
   > server  2        300.00000  0.683    0.00228                             95
   > server  3        300.00000  0.626    0.00209                             87
   > server  4        300.00000  0.576    0.00192                             80
   > server  5        300.00000  0.532    0.00177                             74
   > server  6        300.00000  0.496    0.00165                             69
   > server  7        300.00000  0.446    0.00149                             62
mem264       fcfs       0.00300  0.000    0.00554    0.00002    0.00343      231
disk264      fcfs       0.64000  0.001    0.00228    0.00146    0.64000       95
   > server  0          0.64000  0.001    0.00213                             89
   > server  1          0.64000  0.000    0.00012                              5
   > server  2          0.64000  0.000    0.00002                              1
cpu265       rnd_rob  300.00000  4.863    0.01621    4.86315  300.00000      676
   > server  0        300.00000  0.784    0.00261                            109
   > server  1        300.00000  0.712    0.00237                             99
   > server  2        300.00000  0.676    0.00225                             94
   > server  3        300.00000  0.619    0.00206                             86
   > server  4        300.00000  0.597    0.00199                             83
   > server  5        300.00000  0.547    0.00182                             76
   > server  6        300.00000  0.504    0.00168                             70
   > server  7        300.00000  0.424    0.00141                             59
mem265       fcfs       0.00300  0.000    0.00611    0.00002    0.00392      255
disk265      fcfs       0.64000  0.001    0.00233    0.00149    0.64000       97
   > server  0          0.64000  0.001    0.00209                             87
   > server  1          0.64000  0.000    0.00017                              7
   > server  2          0.64000  0.000    0.00007                              3
cpu266       rnd_rob  300.00000  4.748    0.01583    4.74805  300.00000      660
   > server  0        300.00000  0.748    0.00249                            104
   > server  1        300.00000  0.698    0.00233                             97
   > server  2        300.00000  0.640    0.00213                             89
   > server  3        300.00000  0.597    0.00199                             83
   > server  4        300.00000  0.576    0.00192                             80
   > server  5        300.00000  0.547    0.00182                             76
   > server  6        300.00000  0.511    0.00170                             71
   > server  7        300.00000  0.432    0.00144                             60
mem266       fcfs       0.00300  0.000    0.00489    0.00002    0.00365      204
disk266      fcfs       0.64000  0.001    0.00230    0.00147    0.64000       96
   > server  0          0.64000  0.001    0.00197                             82
   > server  1          0.64000  0.000    0.00022                              9
   > server  2          0.64000  0.000    0.00007                              3
   > server  3          0.64000  0.000    0.00005                              2
cpu267       rnd_rob  300.00000  4.741    0.01580    4.74085  300.00000      659
   > server  0        300.00000  0.748    0.00249                            104
   > server  1        300.00000  0.719    0.00240                            100
   > server  2        300.00000  0.647    0.00216                             90
   > server  3        300.00000  0.597    0.00199                             83
   > server  4        300.00000  0.561    0.00187                             78
   > server  5        300.00000  0.540    0.00180                             75
   > server  6        300.00000  0.511    0.00170                             71
   > server  7        300.00000  0.417    0.00139                             58
mem267       fcfs       0.00300  0.000    0.00475    0.00002    0.00367      198
disk267      fcfs       0.64000  0.001    0.00177    0.00114    0.64000       74
   > server  0          0.64000  0.001    0.00158                             66
   > server  1          0.64000  0.000    0.00012                              5
   > server  2          0.64000  0.000    0.00005                              2
   > server  3          0.64000  0.000    0.00002                              1
cpu268       rnd_rob  300.00000  4.827    0.01609    4.82718  300.00000      671
   > server  0        300.00000  0.770    0.00257                            107
   > server  1        300.00000  0.705    0.00235                             98
   > server  2        300.00000  0.655    0.00218                             91
   > server  3        300.00000  0.633    0.00211                             88
   > server  4        300.00000  0.583    0.00194                             81
   > server  5        300.00000  0.532    0.00177                             74
   > server  6        300.00000  0.511    0.00170                             71
   > server  7        300.00000  0.439    0.00146                             61
mem268       fcfs       0.00300  0.000    0.00439    0.00001    0.00334      183
disk268      fcfs       0.64000  0.001    0.00175    0.00112    0.64000       73
   > server  0          0.64000  0.001    0.00165                             69
   > server  1          0.64000  0.000    0.00007                              3
   > server  2          0.64000  0.000    0.00002                              1
cpu269       rnd_rob  300.00000  4.734    0.01578    4.73366  300.00000      658
   > server  0        300.00000  0.784    0.00261                            109
   > server  1        300.00000  0.727    0.00242                            101
   > server  2        300.00000  0.647    0.00216                             90
   > server  3        300.00000  0.597    0.00199                             83
   > server  4        300.00000  0.568    0.00189                             79
   > server  5        300.00000  0.511    0.00170                             71
   > server  6        300.00000  0.475    0.00158                             66
   > server  7        300.00000  0.424    0.00141                             59
mem269       fcfs       0.00300  0.000    0.00448    0.00002    0.00353      187
disk269      fcfs       0.64000  0.001    0.00185    0.00118    0.64000       77
   > server  0          0.64000  0.001    0.00173                             72
   > server  1          0.64000  0.000    0.00012                              5
cpu270       rnd_rob  300.00000  4.748    0.01583    4.74805  300.00000      660
   > server  0        300.00000  0.763    0.00254                            106
   > server  1        300.00000  0.705    0.00235                             98
   > server  2        300.00000  0.662    0.00221                             92
   > server  3        300.00000  0.604    0.00201                             84
   > server  4        300.00000  0.576    0.00192                             80
   > server  5        300.00000  0.525    0.00175                             73
   > server  6        300.00000  0.489    0.00163                             68
   > server  7        300.00000  0.424    0.00141                             59
mem270       fcfs       0.00300  0.000    0.00463    0.00002    0.00351      193
disk270      fcfs       0.64000  0.002    0.00245    0.00157    0.64000      102
   > server  0          0.64000  0.001    0.00218                             91
   > server  1          0.64000  0.000    0.00019                              8
   > server  2          0.64000  0.000    0.00005                              2
   > server  3          0.64000  0.000    0.00002                              1
cpu271       rnd_rob  300.00000  4.597    0.01532    4.59697  300.00000      639
   > server  0        300.00000  0.748    0.00249                            104
   > server  1        300.00000  0.705    0.00235                             98
   > server  2        300.00000  0.647    0.00216                             90
   > server  3        300.00000  0.597    0.00199                             83
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.496    0.00165                             69
   > server  6        300.00000  0.460    0.00153                             64
   > server  7        300.00000  0.403    0.00134                             56
mem271       fcfs       0.00300  0.000    0.00417    0.00001    0.00340      174
disk271      fcfs       0.64000  0.001    0.00168    0.00107    0.64000       70
   > server  0          0.64000  0.001    0.00146                             61
   > server  1          0.64000  0.000    0.00014                              6
   > server  2          0.64000  0.000    0.00005                              2
   > server  3          0.64000  0.000    0.00002                              1
cpu272       rnd_rob  300.00000  4.604    0.01535    4.60417  300.00000      640
   > server  0        300.00000  0.791    0.00264                            110
   > server  1        300.00000  0.719    0.00240                            100
   > server  2        300.00000  0.647    0.00216                             90
   > server  3        300.00000  0.583    0.00194                             81
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.482    0.00161                             67
   > server  6        300.00000  0.446    0.00149                             62
   > server  7        300.00000  0.396    0.00132                             55
mem272       fcfs       0.00300  0.000    0.00362    0.00001    0.00346      151
disk272      fcfs       0.64000  0.001    0.00230    0.00147    0.64000       96
   > server  0          0.64000  0.001    0.00201                             84
   > server  1          0.64000  0.000    0.00022                              9
   > server  2          0.64000  0.000    0.00005                              2
   > server  3          0.64000  0.000    0.00002                              1
cpu273       rnd_rob  300.00000  4.597    0.01532    4.59697  300.00000      639
   > server  0        300.00000  0.755    0.00252                            105
   > server  1        300.00000  0.698    0.00233                             97
   > server  2        300.00000  0.647    0.00216                             90
   > server  3        300.00000  0.626    0.00209                             87
   > server  4        300.00000  0.568    0.00189                             79
   > server  5        300.00000  0.482    0.00161                             67
   > server  6        300.00000  0.439    0.00146                             61
   > server  7        300.00000  0.381    0.00127                             53
mem273       fcfs       0.00300  0.000    0.00283    0.00001    0.00333      118
disk273      fcfs       0.64000  0.001    0.00213    0.00137    0.64000       89
   > server  0          0.64000  0.001    0.00194                             81
   > server  1          0.64000  0.000    0.00017                              7
   > server  2          0.64000  0.000    0.00002                              1
cpu274       rnd_rob  300.00000  4.669    0.01556    4.66891  300.00000      649
   > server  0        300.00000  0.777    0.00259                            108
   > server  1        300.00000  0.727    0.00242                            101
   > server  2        300.00000  0.669    0.00223                             93
   > server  3        300.00000  0.611    0.00204                             85
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.504    0.00168                             70
   > server  6        300.00000  0.460    0.00153                             64
   > server  7        300.00000  0.381    0.00127                             53
mem274       fcfs       0.00300  0.000    0.00273    0.00001    0.00308      114
disk274      fcfs       0.64000  0.001    0.00213    0.00137    0.64000       89
   > server  0          0.64000  0.001    0.00199                             83
   > server  1          0.64000  0.000    0.00014                              6
cpu275       rnd_rob  300.00000  4.611    0.01537    4.61136  300.00000      641
   > server  0        300.00000  0.755    0.00252                            105
   > server  1        300.00000  0.734    0.00245                            102
   > server  2        300.00000  0.647    0.00216                             90
   > server  3        300.00000  0.583    0.00194                             81
   > server  4        300.00000  0.561    0.00187                             78
   > server  5        300.00000  0.489    0.00163                             68
   > server  6        300.00000  0.460    0.00153                             64
   > server  7        300.00000  0.381    0.00127                             53
mem275       fcfs       0.00300  0.000    0.00360    0.00001    0.00320      150
disk275      fcfs       0.64000  0.001    0.00211    0.00135    0.64000       88
   > server  0          0.64000  0.001    0.00194                             81
   > server  1          0.64000  0.000    0.00010                              4
   > server  2          0.64000  0.000    0.00007                              3
cpu276       rnd_rob  300.00000  4.640    0.01547    4.64014  300.00000      645
   > server  0        300.00000  0.777    0.00259                            108
   > server  1        300.00000  0.712    0.00237                             99
   > server  2        300.00000  0.619    0.00206                             86
   > server  3        300.00000  0.568    0.00189                             79
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.511    0.00170                             71
   > server  6        300.00000  0.489    0.00163                             68
   > server  7        300.00000  0.424    0.00141                             59
mem276       fcfs       0.00300  0.000    0.00273    0.00001    0.00332      114
disk276      fcfs       0.64000  0.001    0.00194    0.00126    0.64790       81
   > server  0          0.64000  0.001    0.00182                             76
   > server  1          0.64000  0.000    0.00007                              3
   > server  2          0.64000  0.000    0.00002                              1
   > server  3          0.64000  0.000    0.00002                              1
cpu277       rnd_rob  300.00000  4.575    0.01525    4.57539  300.00000      636
   > server  0        300.00000  0.763    0.00254                            106
   > server  1        300.00000  0.712    0.00237                             99
   > server  2        300.00000  0.647    0.00216                             90
   > server  3        300.00000  0.568    0.00189                             79
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.489    0.00163                             68
   > server  6        300.00000  0.453    0.00151                             63
   > server  7        300.00000  0.403    0.00134                             56
mem277       fcfs       0.00300  0.000    0.00331    0.00001    0.00330      138
disk277      fcfs       0.64000  0.001    0.00163    0.00104    0.64000       68
   > server  0          0.64000  0.001    0.00153                             64
   > server  1          0.64000  0.000    0.00010                              4
cpu278       rnd_rob  300.00000  4.547    0.01516    4.54661  300.00000      632
   > server  0        300.00000  0.763    0.00254                            106
   > server  1        300.00000  0.719    0.00240                            100
   > server  2        300.00000  0.662    0.00221                             92
   > server  3        300.00000  0.604    0.00201                             84
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.468    0.00156                             65
   > server  6        300.00000  0.432    0.00144                             60
   > server  7        300.00000  0.360    0.00120                             50
mem278       fcfs       0.00300  0.000    0.00317    0.00001    0.00357      132
disk278      fcfs       0.64000  0.001    0.00163    0.00104    0.64000       68
   > server  0          0.64000  0.001    0.00151                             63
   > server  1          0.64000  0.000    0.00012                              5
cpu279       rnd_rob  300.00000  4.640    0.01547    4.64014  300.00000      645
   > server  0        300.00000  0.770    0.00257                            107
   > server  1        300.00000  0.719    0.00240                            100
   > server  2        300.00000  0.655    0.00218                             91
   > server  3        300.00000  0.597    0.00199                             83
   > server  4        300.00000  0.518    0.00173                             72
   > server  5        300.00000  0.489    0.00163                             68
   > server  6        300.00000  0.460    0.00153                             64
   > server  7        300.00000  0.432    0.00144                             60
mem279       fcfs       0.00300  0.000    0.00329    0.00001    0.00348      137
disk279      fcfs       0.64000  0.001    0.00209    0.00134    0.64000       87
   > server  0          0.64000  0.001    0.00189                             79
   > server  1          0.64000  0.000    0.00017                              7
   > server  2          0.64000  0.000    0.00002                              1
cpu280       rnd_rob  300.00000  4.561    0.01520    4.56100  300.00000      634
   > server  0        300.00000  0.763    0.00254                            106
   > server  1        300.00000  0.712    0.00237                             99
   > server  2        300.00000  0.626    0.00209                             87
   > server  3        300.00000  0.561    0.00187                             78
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.496    0.00165                             69
   > server  6        300.00000  0.468    0.00156                             65
   > server  7        300.00000  0.396    0.00132                             55
mem280       fcfs       0.00300  0.000    0.00353    0.00001    0.00376      147
disk280      fcfs       0.64000  0.002    0.00276    0.00176    0.64000      115
   > server  0          0.64000  0.002    0.00245                            102
   > server  1          0.64000  0.000    0.00026                             11
   > server  2          0.64000  0.000    0.00005                              2
cpu281       rnd_rob  300.00000  4.475    0.01492    4.47467  300.00000      622
   > server  0        300.00000  0.719    0.00240                            100
   > server  1        300.00000  0.705    0.00235                             98
   > server  2        300.00000  0.647    0.00216                             90
   > server  3        300.00000  0.561    0.00187                             78
   > server  4        300.00000  0.525    0.00175                             73
   > server  5        300.00000  0.468    0.00156                             65
   > server  6        300.00000  0.446    0.00149                             62
   > server  7        300.00000  0.403    0.00134                             56
mem281       fcfs       0.00300  0.000    0.00333    0.00001    0.00350      139
disk281      fcfs       0.64000  0.001    0.00223    0.00143    0.64000       93
   > server  0          0.64000  0.001    0.00204                             85
   > server  1          0.64000  0.000    0.00014                              6
   > server  2          0.64000  0.000    0.00005                              2
cpu282       rnd_rob  300.00000  4.539    0.01513    4.53942  300.00000      631
   > server  0        300.00000  0.755    0.00252                            105
   > server  1        300.00000  0.683    0.00228                             95
   > server  2        300.00000  0.633    0.00211                             88
   > server  3        300.00000  0.597    0.00199                             83
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.496    0.00165                             69
   > server  6        300.00000  0.446    0.00149                             62
   > server  7        300.00000  0.388    0.00129                             54
mem282       fcfs       0.00300  0.000    0.00343    0.00001    0.00357      143
disk282      fcfs       0.64000  0.002    0.00240    0.00153    0.64000      100
   > server  0          0.64000  0.001    0.00211                             88
   > server  1          0.64000  0.000    0.00019                              8
   > server  2          0.64000  0.000    0.00007                              3
   > server  3          0.64000  0.000    0.00002                              1
cpu283       rnd_rob  300.00000  4.360    0.01453    4.35957  300.00000      606
   > server  0        300.00000  0.748    0.00249                            104
   > server  1        300.00000  0.676    0.00225                             94
   > server  2        300.00000  0.604    0.00201                             84
   > server  3        300.00000  0.540    0.00180                             75
   > server  4        300.00000  0.496    0.00165                             69
   > server  5        300.00000  0.482    0.00161                             67
   > server  6        300.00000  0.432    0.00144                             60
   > server  7        300.00000  0.381    0.00127                             53
mem283       fcfs       0.00300  0.000    0.00228    0.00001    0.00322       95
disk283      fcfs       0.64000  0.001    0.00134    0.00086    0.64000       56
   > server  0          0.64000  0.001    0.00134                             56
cpu284       rnd_rob  300.00000  4.554    0.01518    4.55381  300.00000      633
   > server  0        300.00000  0.755    0.00252                            105
   > server  1        300.00000  0.698    0.00233                             97
   > server  2        300.00000  0.619    0.00206                             86
   > server  3        300.00000  0.590    0.00197                             82
   > server  4        300.00000  0.525    0.00175                             73
   > server  5        300.00000  0.496    0.00165                             69
   > server  6        300.00000  0.446    0.00149                             62
   > server  7        300.00000  0.424    0.00141                             59
mem284       fcfs       0.00300  0.000    0.00305    0.00001    0.00345      127
disk284      fcfs       0.64000  0.001    0.00173    0.00110    0.64000       72
   > server  0          0.64000  0.001    0.00158                             66
   > server  1          0.64000  0.000    0.00007                              3
   > server  2          0.64000  0.000    0.00005                              2
   > server  3          0.64000  0.000    0.00002                              1
cpu285       rnd_rob  300.00000  4.467    0.01489    4.46748  300.00000      621
   > server  0        300.00000  0.784    0.00261                            109
   > server  1        300.00000  0.698    0.00233                             97
   > server  2        300.00000  0.626    0.00209                             87
   > server  3        300.00000  0.568    0.00189                             79
   > server  4        300.00000  0.518    0.00173                             72
   > server  5        300.00000  0.446    0.00149                             62
   > server  6        300.00000  0.424    0.00141                             59
   > server  7        300.00000  0.403    0.00134                             56
mem285       fcfs       0.00300  0.000    0.00288    0.00001    0.00325      120
disk285      fcfs       0.64000  0.001    0.00187    0.00120    0.64000       78
   > server  0          0.64000  0.001    0.00177                             74
   > server  1          0.64000  0.000    0.00007                              3
   > server  2          0.64000  0.000    0.00002                              1
cpu286       rnd_rob  300.00000  4.619    0.01540    4.61855  300.00000      642
   > server  0        300.00000  0.784    0.00261                            109
   > server  1        300.00000  0.698    0.00233                             97
   > server  2        300.00000  0.640    0.00213                             89
   > server  3        300.00000  0.590    0.00197                             82
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.489    0.00163                             68
   > server  6        300.00000  0.468    0.00156                             65
   > server  7        300.00000  0.410    0.00137                             57
mem286       fcfs       0.00300  0.000    0.00278    0.00001    0.00331      116
disk286      fcfs       0.64000  0.001    0.00173    0.00110    0.64000       72
   > server  0          0.64000  0.001    0.00165                             69
   > server  1          0.64000  0.000    0.00005                              2
   > server  2          0.64000  0.000    0.00002                              1
cpu287       rnd_rob  300.00000  4.532    0.01511    4.53223  300.00000      630
   > server  0        300.00000  0.763    0.00254                            106
   > server  1        300.00000  0.719    0.00240                            100
   > server  2        300.00000  0.647    0.00216                             90
   > server  3        300.00000  0.583    0.00194                             81
   > server  4        300.00000  0.511    0.00170                             71
   > server  5        300.00000  0.482    0.00161                             67
   > server  6        300.00000  0.439    0.00146                             61
   > server  7        300.00000  0.388    0.00129                             54
mem287       fcfs       0.00300  0.000    0.00324    0.00001    0.00391      135
disk287      fcfs       0.64000  0.001    0.00177    0.00114    0.64000       74
   > server  0          0.64000  0.001    0.00163                             68
   > server  1          0.64000  0.000    0.00007                              3
   > server  2          0.64000  0.000    0.00005                              2
   > server  3          0.64000  0.000    0.00002                              1
cpu288       rnd_rob  300.00000  4.647    0.01549    4.64733  300.00000      646
   > server  0        300.00000  0.763    0.00254                            106
   > server  1        300.00000  0.705    0.00235                             98
   > server  2        300.00000  0.662    0.00221                             92
   > server  3        300.00000  0.576    0.00192                             80
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.518    0.00173                             72
   > server  6        300.00000  0.468    0.00156                             65
   > server  7        300.00000  0.417    0.00139                             58
mem288       fcfs       0.00300  0.000    0.00360    0.00001    0.00348      150
disk288      fcfs       0.64000  0.002    0.00261    0.00167    0.64000      109
   > server  0          0.64000  0.002    0.00240                            100
   > server  1          0.64000  0.000    0.00014                              6
   > server  2          0.64000  0.000    0.00007                              3
cpu289       rnd_rob  300.00000  4.611    0.01537    4.61136  300.00000      641
   > server  0        300.00000  0.748    0.00249                            104
   > server  1        300.00000  0.712    0.00237                             99
   > server  2        300.00000  0.655    0.00218                             91
   > server  3        300.00000  0.583    0.00194                             81
   > server  4        300.00000  0.532    0.00177                             74
   > server  5        300.00000  0.496    0.00165                             69
   > server  6        300.00000  0.475    0.00158                             66
   > server  7        300.00000  0.410    0.00137                             57
mem289       fcfs       0.00300  0.000    0.00353    0.00001    0.00335      147
disk289      fcfs       0.64000  0.001    0.00218    0.00140    0.64000       91
   > server  0          0.64000  0.001    0.00192                             80
   > server  1          0.64000  0.000    0.00022                              9
   > server  2          0.64000  0.000    0.00005                              2
cpu290       rnd_rob  300.00000  4.748    0.01583    4.74805  300.00000      660
   > server  0        300.00000  0.770    0.00257                            107
   > server  1        300.00000  0.719    0.00240                            100
   > server  2        300.00000  0.676    0.00225                             94
   > server  3        300.00000  0.597    0.00199                             83
   > server  4        300.00000  0.568    0.00189                             79
   > server  5        300.00000  0.511    0.00170                             71
   > server  6        300.00000  0.468    0.00156                             65
   > server  7        300.00000  0.439    0.00146                             61
mem290       fcfs       0.00300  0.000    0.00429    0.00001    0.00342      179
disk290      fcfs       0.64000  0.001    0.00199    0.00127    0.64000       83
   > server  0          0.64000  0.001    0.00177                             74
   > server  1          0.64000  0.000    0.00019                              8
   > server  2          0.64000  0.000    0.00002                              1
cpu291       rnd_rob  300.00000  4.698    0.01566    4.69769  300.00000      653
   > server  0        300.00000  0.770    0.00257                            107
   > server  1        300.00000  0.705    0.00235                             98
   > server  2        300.00000  0.655    0.00218                             91
   > server  3        300.00000  0.597    0.00199                             83
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.511    0.00170                             71
   > server  6        300.00000  0.496    0.00165                             69
   > server  7        300.00000  0.424    0.00141                             59
mem291       fcfs       0.00300  0.000    0.00338    0.00001    0.00330      141
disk291      fcfs       0.64000  0.002    0.00240    0.00153    0.64000      100
   > server  0          0.64000  0.001    0.00221                             92
   > server  1          0.64000  0.000    0.00017                              7
   > server  2          0.64000  0.000    0.00002                              1
cpu292       rnd_rob  300.00000  4.705    0.01568    4.70488  300.00000      654
   > server  0        300.00000  0.763    0.00254                            106
   > server  1        300.00000  0.741    0.00247                            103
   > server  2        300.00000  0.640    0.00213                             89
   > server  3        300.00000  0.604    0.00201                             84
   > server  4        300.00000  0.554    0.00185                             77
   > server  5        300.00000  0.504    0.00168                             70
   > server  6        300.00000  0.468    0.00156                             65
   > server  7        300.00000  0.432    0.00144                             60
mem292       fcfs       0.00300  0.000    0.00408    0.00001    0.00344      170
disk292      fcfs       0.64000  0.002    0.00235    0.00150    0.64000       98
   > server  0          0.64000  0.001    0.00221                             92
   > server  1          0.64000  0.000    0.00012                              5
   > server  2          0.64000  0.000    0.00002                              1
cpu293       rnd_rob  300.00000  4.604    0.01535    4.60417  300.00000      640
   > server  0        300.00000  0.755    0.00252                            105
   > server  1        300.00000  0.727    0.00242                            101
   > server  2        300.00000  0.640    0.00213                             89
   > server  3        300.00000  0.604    0.00201                             84
   > server  4        300.00000  0.540    0.00180                             75
   > server  5        300.00000  0.475    0.00158                             66
   > server  6        300.00000  0.439    0.00146                             61
   > server  7        300.00000  0.424    0.00141                             59
mem293       fcfs       0.00300  0.000    0.00276    0.00001    0.00350      115
disk293      fcfs       0.64000  0.001    0.00182    0.00117    0.64000       76
   > server  0          0.64000  0.001    0.00175                             73
   > server  1          0.64000  0.000    0.00007                              3
cpu294       rnd_rob  300.00000  4.762    0.01587    4.76243  300.00000      662
   > server  0        300.00000  0.755    0.00252                            105
   > server  1        300.00000  0.734    0.00245                            102
   > server  2        300.00000  0.683    0.00228                             95
   > server  3        300.00000  0.604    0.00201                             84
   > server  4        300.00000  0.576    0.00192                             80
   > server  5        300.00000  0.525    0.00175                             73
   > server  6        300.00000  0.475    0.00158                             66
   > server  7        300.00000  0.410    0.00137                             57
mem294       fcfs       0.00300  0.000    0.00305    0.00001    0.00307      127
disk294      fcfs       0.64000  0.001    0.00168    0.00107    0.64000       70
   > server  0          0.64000  0.001    0.00163                             68
   > server  1          0.64000  0.000    0.00005                              2
cpu295       rnd_rob  300.00000  4.784    0.01595    4.78402  300.00000      665
   > server  0        300.00000  0.763    0.00254                            106
   > server  1        300.00000  0.734    0.00245                            102
   > server  2        300.00000  0.683    0.00228                             95
   > server  3        300.00000  0.619    0.00206                             86
   > server  4        300.00000  0.576    0.00192                             80
   > server  5        300.00000  0.532    0.00177                             74
   > server  6        300.00000  0.468    0.00156                             65
   > server  7        300.00000  0.410    0.00137                             57
mem295       fcfs       0.00300  0.000    0.00300    0.00001    0.00334      125
disk295      fcfs       0.64000  0.001    0.00197    0.00126    0.64000       82
   > server  0          0.64000  0.001    0.00187                             78
   > server  1          0.64000  0.000    0.00010                              4
cpu296       rnd_rob  300.00000  4.611    0.01537    4.61136  300.00000      641
   > server  0        300.00000  0.770    0.00257                            107
   > server  1        300.00000  0.719    0.00240                            100
   > server  2        300.00000  0.676    0.00225                             94
   > server  3        300.00000  0.604    0.00201                             84
   > server  4        300.00000  0.525    0.00175                             73
   > server  5        300.00000  0.489    0.00163                             68
   > server  6        300.00000  0.432    0.00144                             60
   > server  7        300.00000  0.396    0.00132                             55
mem296       fcfs       0.00300  0.000    0.00257    0.00001    0.00320      107
disk296      fcfs       0.64000  0.001    0.00149    0.00095    0.64000       62
   > server  0          0.64000  0.001    0.00149                             62
cpu297       rnd_rob  300.00000  4.633    0.01544    4.63294  300.00000      644
   > server  0        300.00000  0.777    0.00259                            108
   > server  1        300.00000  0.727    0.00242                            101
   > server  2        300.00000  0.662    0.00221                             92
   > server  3        300.00000  0.576    0.00192                             80
   > server  4        300.00000  0.547    0.00182                             76
   > server  5        300.00000  0.496    0.00165                             69
   > server  6        300.00000  0.460    0.00153                             64
   > server  7        300.00000  0.388    0.00129                             54
mem297       fcfs       0.00300  0.000    0.00302    0.00001    0.00345      126
disk297      fcfs       0.64000  0.001    0.00209    0.00134    0.64000       87
   > server  0          0.64000  0.001    0.00192                             80
   > server  1          0.64000  0.000    0.00010                              4
   > server  2          0.64000  0.000    0.00007                              3
cpu298       rnd_rob  300.00000  4.734    0.01578    4.73366  300.00000      658
   > server  0        300.00000  0.777    0.00259                            108
   > server  1        300.00000  0.727    0.00242                            101
   > server  2        300.00000  0.691    0.00230                             96
   > server  3        300.00000  0.619    0.00206                             86
   > server  4        300.00000  0.576    0.00192                             80
   > server  5        300.00000  0.496    0.00165                             69
